Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
CO2_Price,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,-2.5832325082681973e-8,0
Sum,1.0205348e8,6.9878904e7,5.1465915e6,0.38043457,1.3505852e6,3.617781e6,4660.9956,2.2954885e6,2.5357268e7,9.234866e6,184122.62,1.5865893e8,3.771825e6,8.39689e6,2.4586302e7,4.145377e8
t1,12467.903693011012,7053.002404192367,503.77678157757424,4.5198640107414065e-5,0.00015043998465465953,515.5421982992096,3.5478064219774235e-5,611.8748057154094,2566.818270902267,873.6937088095672,0.00010412443827317263,5288.00846736543,120.72681168003422,757.6091141063546,1848.5129287361774,32607.46951963653
t2,12467.903692947437,7053.0023789805255,503.7767815300181,4.51637512500984e-5,0.0001490761950458179,515.5421980120507,3.543446935213662e-5,611.8748052387408,2020.8157702487383,758.5117308607915,0.0001040196202562703,2970.757631200349,120.72675688408569,757.6091140169596,1848.512928731184,29629.03412234491
t3,12467.903692934042,7053.002378954437,503.7767815241201,4.515720393495969e-5,0.00014869226081847247,515.5421975916694,3.54128369330109e-5,611.8748030685572,1795.718242207578,583.6789657723723,0.00010392099552746752,2966.4229605901037,120.7267560203631,757.6091140012264,1848.5129287284924,29224.76915457625
t4,12467.903692929069,7053.002378948973,503.77678152541114,4.5157425148060144e-5,0.00014845724279384067,515.5421971983353,3.538878031536733e-5,611.8748031134058,1733.1115503025028,475.4507562246244,0.00010380553530047616,2968.9210219566303,120.72679341441345,757.6091139975828,1848.5129287269951,29056.43235114693
t5,12467.90369292311,7053.002378948214,503.77678156119714,4.516568357367483e-5,0.00014808331534301624,515.5421969952631,3.5361351270623946e-5,611.8748046263718,1738.1786991606407,440.833504926076,0.00010367228278477386,3199.989781790779,120.72683828603115,757.6091139931772,1848.512928726952,29257.951054220448
t6,12467.903692901922,7053.002378951713,503.7767837152103,4.524711691561435e-5,0.00014690265242361692,515.5421962944666,3.5350067763042063e-5,611.8748048727319,2361.566392066857,459.2225952673863,0.000103536340207706,9323.794606303814,120.72682641050595,757.6091139698732,1848.5129301888937,36023.532651979556
t7,12467.903692781927,7053.002378951025,503.776783438275,4.4952327846695144e-5,0.00014139826150306366,433.0556224248165,3.5754775506289065e-5,611.8748034508687,1808.7978277970312,460.6707458414983,0.00010419764199905116,12136.854811554662,101.41678575939129,757.6091138303568,1848.512930190045,38183.47582232291
t8,12467.903692087652,7053.002378210444,503.77677668542975,4.3286619607481376e-5,0.00015165157566707736,103.10865378516152,3.4107510608806834e-5,231.34094080653117,616.4223770635399,181.890167143387,0.00010098336344332083,7288.135650914221,24.147002246801776,757.6091129963675,1848.512926534309,31075.850008502915
t9,5772.63949714513,4075.0617027309872,401.9101353912428,2.5188544839718382e-5,0.00010340287816584616,103.10855728161751,3.06897082122372e-5,130.92491263102707,616.4222781885593,181.89001591571179,9.389707694769817e-5,2907.202061479574,24.146913249097064,757.6091012917981,1848.5129219429466,16819.4283504259
