Line,New_Trans_Capacity,Cost_Trans_Capacity
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1662.499,5.3347932e7
7,0.0,0.0
8,0.0,0.0
9,-2.0041289e-6,-0.07775619
10,-1.9775825e-6,-0.05059645
11,0.0,0.0
12,1533.0792,3.4112544e7
13,-1.9967085e-6,-0.053086486
14,0.0,0.0
15,0.0,0.0
16,-1.9792565e-6,-0.026852572
17,-1.9963506e-6,-0.057480924
18,-2.0044224e-6,-0.10049171
19,-1.9903769e-6,-0.05446467
20,-1.997194e-6,-0.06157349
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
