Segment,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,Total
Zone,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,0
Sum,-0.053709034,844313.06,-0.053708546,509759.06,-0.053709645,438384.44,-0.053710293,123459.42,-0.053711493,256873.73,-0.053712044,33601.07,-0.053712696,201039.44,-0.05371704,33610.176,-0.053712033,102694.48,-0.053711746,109992.66,-0.053712018,133486.89,-0.05371247,191259.78,-0.05371227,157290.03,-0.05371339,324629.72,-0.053710595,1.2683329e6,4.728727e6
t1,-6.177116790418456e-6,-4.8341017563236285e-6,-6.177154310207567e-6,-4.827229065068779e-6,-6.1772395536832334e-6,-4.843409402428563e-6,-6.177025931018634e-6,-4.842361335217423e-6,-6.1771634488222245e-6,-4.838244822402494e-6,-6.177117791215266e-6,-4.841885179660306e-6,-6.177119371894101e-6,-4.840457289901001e-6,-6.177507677118313e-6,-4.947705395642704e-6,-6.177209863169452e-6,-4.8434622968598095e-6,-6.177130967444572e-6,-4.843377541863097e-6,-6.177120035225173e-6,-4.838872122902798e-6,-6.177141708528877e-6,-4.837017227826334e-6,-6.177190209165409e-6,-4.840593554723616e-6,-6.17720995118375e-6,-4.837604021380267e-6,-6.1772267377688686e-6,-4.84291205513167e-6,-8.328513372537999e-5
t2,-6.1771087660378085e-6,-4.83411248521058e-6,-6.177128825297031e-6,-4.827227928783925e-6,-6.177253357191871e-6,-4.843420846781818e-6,-6.177021158231925e-6,-4.8423601179487045e-6,-6.1771449797858114e-6,-4.838236233524131e-6,-6.177108355985447e-6,-4.8418865417924454e-6,-6.1771064607434135e-6,-4.840462934141311e-6,-6.177498695171476e-6,-4.947704966638635e-6,-6.177228568583731e-6,-4.843463026530247e-6,-6.177120755105263e-6,-4.843376617884645e-6,-6.177108311177037e-6,-4.838874785881507e-6,-6.177118266127845e-6,-4.837005393538652e-6,-6.177183093693648e-6,-4.840589369003626e-6,-6.177187198544325e-6,-4.837603141787317e-6,-6.177235845779543e-6,-4.842949228654023e-6,-8.328507768662769e-5
t3,-6.177102354873625e-6,-4.8341083664873125e-6,-6.177115617987597e-6,-4.82721714812329e-6,-6.177277730911612e-6,-4.843435178359299e-6,-6.177018972194605e-6,-4.842352987350728e-6,-6.177143407144343e-6,-4.8382291063719136e-6,-6.1771080192016e-6,-4.841886049539528e-6,-6.177104306650569e-6,-4.84045841006871e-6,-6.177498221862522e-6,-4.947700814456574e-6,-6.1772570205084075e-6,-4.843458975705637e-6,-6.177120516200281e-6,-4.843371149672402e-6,-6.177106808692255e-6,-4.838871420619479e-6,-6.177105255376752e-6,-4.836999773125025e-6,-6.1771959561189125e-6,-4.840583596643969e-6,-6.177176682225934e-6,-4.8375982580229464e-6,-6.177234689320112e-6,-4.842955969392204e-6,-8.328505587712724e-5
t4,-6.177098456121068e-6,-4.834106005710833e-6,-6.177105737990804e-6,-4.827205604458204e-6,-6.1773048085986335e-6,-4.843435531574201e-6,-6.177014160899627e-6,-4.842345769785764e-6,-6.177146569929561e-6,-4.838224246996092e-6,-6.17711217135891e-6,-4.84188298278693e-6,-6.177105278739109e-6,-4.840450586858467e-6,-6.177500412145805e-6,-4.947697198159118e-6,-6.177257133377835e-6,-4.84346467771275e-6,-6.177122814924955e-6,-4.843366439486808e-6,-6.177109368207439e-6,-4.838868536304781e-6,-6.177098452440753e-6,-4.837000639753152e-6,-6.177214175446728e-6,-4.840579390135963e-6,-6.177172357159026e-6,-4.837600155780307e-6,-6.177236009053421e-6,-4.842965082862859e-6,-8.328503832395401e-5
t5,-6.177098876104183e-6,-4.834107821199858e-6,-6.177099646750055e-6,-4.827193775972028e-6,-6.177292321731051e-6,-4.8434252093445225e-6,-6.1770153402364565e-6,-4.8423363372369196e-6,-6.177151160590658e-6,-4.838219456867154e-6,-6.177117379838459e-6,-4.841878388816282e-6,-6.1771036754939e-6,-4.839773347187606e-6,-6.177501908411518e-6,-4.947693816770003e-6,-6.1772542919229835e-6,-4.843466598259864e-6,-6.177126205024427e-6,-4.843362328086669e-6,-6.1771122366341766e-6,-4.83886442477873e-6,-6.1770972106556056e-6,-4.837006726313952e-6,-6.177232853274259e-6,-4.840575555468804e-6,-6.177174170070195e-6,-4.837601169351388e-6,-6.177222149773652e-6,-4.840449052587651e-6,-8.328431464578063e-5
t6,-6.177102768968239e-6,-4.8341073843551445e-6,-6.17709502335043e-6,-4.827176184033586e-6,-6.177274623568297e-6,-4.843408366662384e-6,-6.1770209762169795e-6,-4.842332840526168e-6,-6.177152451550649e-6,-4.838214263146573e-6,-6.177122254828573e-6,-4.841868403062239e-6,-6.177088390680397e-6,-4.8359476005516256e-6,-6.17750030809657e-6,-4.947687388732125e-6,-6.1772568597546975e-6,-4.843456229029728e-6,-6.177128223060409e-6,-4.84335411228171e-6,-6.177113308695883e-6,-4.83885506664934e-6,-6.177101365516004e-6,-4.837010351899095e-6,-6.177234400737681e-6,-4.84056996888118e-6,-6.177184987329821e-6,-4.837600378042593e-6,-6.177193163935951e-6,-4.833306104350656e-6,-8.328041183959787e-5
t7,-6.177110869818479e-6,-4.8341011921806815e-6,-6.1770968132726005e-6,-4.827128091126787e-6,-6.1772773142142915e-6,-4.843400482026655e-6,-6.177031965460302e-6,-4.8423353272759135e-6,-6.177147902943004e-6,-4.838198679974696e-6,-6.177121655037146e-6,-4.8418557908388685e-6,-6.1770801073111496e-6,-4.833790712983081e-6,-6.177502705986895e-6,-4.947680497105297e-6,-6.177256101459104e-6,-4.842373921805906e-6,-6.1771258594298044e-6,-4.842864249497688e-6,-6.177111321634049e-6,-4.838840386401336e-6,-6.177110438956402e-6,-4.836852889781273e-6,-6.1772341047877465e-6,-4.8405536156741695e-6,-6.17720136380579e-6,-4.8376023402857615e-6,-6.1771880648204605e-6,-4.831086090500137e-6,-8.327817961045056e-5
t8,-6.177119499843397e-6,-4.833327928349991e-6,-6.177102944720476e-6,-4.826519797170944e-6,-6.177292526671417e-6,-4.843435604416939e-6,-6.177051207771269e-6,-4.842352329809792e-6,-6.177132270080427e-6,-4.835984672847743e-6,-6.177107433864249e-6,-4.83864932854079e-6,-6.177081629741213e-6,-4.8344492753187274e-6,-6.177501820848651e-6,-4.947690835163677e-6,-6.1772677237379445e-6,-4.843448746253916e-6,-6.177125969501148e-6,-4.843346583606485e-6,-6.177087743290657e-6,-4.833067147111658e-6,-6.177112005221036e-6,-4.830855246259956e-6,-6.177212159363973e-6,-4.838101433537683e-6,-6.177215730082127e-6,-4.835600279338572e-6,-6.177181882181423e-6,-4.8268573494468265e-6,-8.327210826999602e-5
t9,-6.177211765470508e-6,-4.853413615802649e-6,-6.1771184280287695e-6,-4.8271660099690675e-6,-6.1773983798374815e-6,-4.860545163994034e-6,-6.177129239823668e-6,-4.859613414366976e-6,-6.1772003243694154e-6,-4.855581106887621e-6,-6.177193544923638e-6,-4.8618483461508596e-6,-6.17731547642307e-6,-4.8923625576260035e-6,-6.177506086412993e-6,-4.947705567505711e-6,-6.177335010153546e-6,-4.861386010914575e-6,-6.177192641760182e-6,-4.86078885921562e-6,-6.177196370535366e-6,-4.861446345117108e-6,-6.177282524467181e-6,-4.860403535152896e-6,-6.177282426129304e-6,-4.8601345038436225e-6,-6.177330427933227e-6,-4.857343084581835e-6,-6.177648757938061e-6,-4.93661753233694e-6,-8.342860346008675e-5
t10,-6.1772334181105605e-6,-4.855892035936856e-6,-6.177127861922178e-6,-4.827171452436042e-6,-6.177383729246825e-6,-4.860554190992646e-6,-6.177141999522214e-6,-4.8616028813088e-6,-6.177204649049155e-6,-4.857988688155843e-6,-6.177188233928952e-6,-4.8618561983386934e-6,-6.177318023120174e-6,-4.892359973307889e-6,-6.177502139193877e-6,-4.9477246770778945e-6,-6.177320709916154e-6,-4.861393695385095e-6,-6.177190708091325e-6,-4.860789009848387e-6,-6.177191556658138e-6,-4.861454315880021e-6,-6.177254920582983e-6,-4.860399686211573e-6,-6.1772745808983155e-6,-4.860131899693449e-6,-6.17734732944644e-6,-4.857358430552842e-6,-6.177719072991155e-6,-4.947534905592838e-6,-8.343552547457069e-5
t11,-6.177245765821457e-6,-4.858222798104017e-6,-6.177134157637235e-6,-4.827166091729254e-6,-6.1773650414939575e-6,-4.860548551319279e-6,-6.17714415211601e-6,-4.861606333036198e-6,-6.177204716214814e-6,-4.857977956400536e-6,-6.177182638251579e-6,-4.861859591689323e-6,-6.177317295215511e-6,-4.892358454195922e-6,-6.177499184996344e-6,-4.947735366299539e-6,-6.177309943556776e-6,-4.86162638103969e-6,-6.177187986384494e-6,-4.861015613287298e-6,-6.177188855035309e-6,-4.861456794014968e-6,-6.177228689034959e-6,-4.860395485996864e-6,-6.177268037254792e-6,-4.860126661432501e-6,-6.177370893645396e-6,-4.863991256060904e-6,-6.177728221490066e-6,-4.947537644695397e-6,-8.343783272822144e-5
t12,-6.177246134758321e-6,-4.858228251220057e-6,-6.1771394070589205e-6,-4.827169507054431e-6,-6.177357410751519e-6,-4.86055959495321e-6,-6.177145082618119e-6,-4.8616079149477205e-6,-6.1772026377957655e-6,-4.857976233704757e-6,-6.177180217898304e-6,-4.8618596821678346e-6,-6.177324059188495e-6,-4.892348901913692e-6,-6.1774982762164294e-6,-4.9477431097726275e-6,-6.177300654121411e-6,-4.8616301505869494e-6,-6.177186766614917e-6,-4.861016716217033e-6,-6.177188468368447e-6,-4.861456531711122e-6,-6.177220527599058e-6,-4.860402314357225e-6,-6.17726499772769e-6,-4.860128198964107e-6,-6.177368195471167e-6,-4.863979570500681e-6,-6.1777276829311226e-6,-4.947527067774139e-6,-8.343784331224758e-5
t13,-6.177245335963323e-6,-4.858221278882848e-6,-6.177142218441289e-6,-4.827162964121384e-6,-6.177348645051598e-6,-4.860547986795328e-6,-6.177141954419933e-6,-4.861597850510714e-6,-6.177205421844635e-6,-4.85797594890377e-6,-6.177181425244337e-6,-4.8621484733458245e-6,-6.177329596539031e-6,-4.892340342304875e-6,-6.177497584700838e-6,-4.9477276608328266e-6,-6.1772948180263476e-6,-4.861795588438709e-6,-6.177187192634636e-6,-4.861182834397757e-6,-6.1771893868467544e-6,-4.861447956362636e-6,-6.177218517114727e-6,-4.860401090812205e-6,-6.1772654490865046e-6,-4.860125251289663e-6,-6.177369980001018e-6,-4.863967470764254e-6,-6.177723921290445e-6,-4.947511172094396e-6,-8.343808702706971e-5
t14,-6.177240251665012e-6,-4.8582307306121564e-6,-6.177142434633989e-6,-4.827155832077428e-6,-6.1773381373939405e-6,-4.860790293202113e-6,-6.177132064161132e-6,-4.861595757203048e-6,-6.177220915782353e-6,-4.86027933789219e-6,-6.177192391766781e-6,-4.864448039975208e-6,-6.177338975409038e-6,-4.8923434229003764e-6,-6.17749923137281e-6,-4.947719708781035e-6,-6.177298001462143e-6,-4.8620477944228614e-6,-6.177188664221494e-6,-4.8614385746032815e-6,-6.177204199396023e-6,-4.864264398062487e-6,-6.17723850427421e-6,-4.862899283910847e-6,-6.177279119831417e-6,-4.862257893586096e-6,-6.177373236200482e-6,-4.86396003810012e-6,-6.177713634827344e-6,-4.947504644864891e-6,-8.344294781604759e-5
t15,-6.177230040916014e-6,-4.8582145970421575e-6,-6.177138020220297e-6,-4.827150238211812e-6,-6.177328578703828e-6,-4.860767258553866e-6,-6.1771245633804965e-6,-4.861790768771624e-6,-6.177229486298869e-6,-4.860290398898016e-6,-6.177198898812043e-6,-4.865170705514781e-6,-6.177415808606249e-6,-4.907701241881837e-6,-6.1775022018393304e-6,-4.947711669908358e-6,-6.177310412346246e-6,-4.862048592120234e-6,-6.177191531382646e-6,-4.861439438248736e-6,-6.177210223792556e-6,-4.864488547473829e-6,-6.177267457520902e-6,-4.862906666471938e-6,-6.177295538900555e-6,-4.8632276737652665e-6,-6.177373440338314e-6,-4.863940066375939e-6,-6.177694386833713e-6,-4.9474864541757905e-6,-8.34592528076512e-5
t16,-6.177216229864242e-6,-4.858187077807021e-6,-6.177131984275824e-6,-4.827134799709698e-6,-6.177319640703565e-6,-4.860725794791642e-6,-6.177109046542502e-6,-4.861768042227963e-6,-6.177242844534132e-6,-4.8602951983012435e-6,-6.177203840439761e-6,-4.865161602419974e-6,-6.177433088379252e-6,-4.907710969059759e-6,-6.177504414344086e-6,-4.947691783971494e-6,-6.177336574708781e-6,-4.862038402397071e-6,-6.177194861957648e-6,-4.861430107035261e-6,-6.177214960841937e-6,-4.864478075793052e-6,-6.177293837064867e-6,-4.86291236442195e-6,-6.177311970180116e-6,-4.863230328860288e-6,-6.177352996548616e-6,-4.863891416121983e-6,-6.177685907183473e-6,-4.947448183390755e-6,-8.345914457340067e-5
t17,-6.177161368353583e-6,-4.848157828370141e-6,-6.177122644558781e-6,-4.82710330389193e-6,-6.177247173279981e-6,-4.843371123225884e-6,-6.1770270737283845e-6,-4.844729222815032e-6,-6.177219216588433e-6,-4.850530348606765e-6,-6.177131913965588e-6,-4.844582592004861e-6,-6.177234635776697e-6,-4.853702358837593e-6,-6.177503123889287e-6,-4.947669439977843e-6,-6.177274015253803e-6,-4.8449227431461115e-6,-6.1771270060777666e-6,-4.84331837989529e-6,-6.177156023054848e-6,-4.847997213523722e-6,-6.1771927475439256e-6,-4.850708288151656e-6,-6.177266813044173e-6,-4.8465069908417215e-6,-6.177259945220311e-6,-4.849384793031437e-6,-6.1776852236784425e-6,-4.947428301831588e-6,-8.332982392789295e-5
t18,-6.17707352509765e-6,-4.828891959550553e-6,-6.177019552674351e-6,-4.8029189470917155e-6,-6.177237088187731e-6,-4.84115177280236e-6,-6.17699115091228e-6,-4.839644150881794e-6,-6.177163951080543e-6,-4.8322536850538416e-6,-6.1771128386699996e-6,-4.83791118419117e-6,-6.177189745285452e-6,-4.8343915936863e-6,-6.177542308400216e-6,-4.957020803119421e-6,-6.177257050979315e-6,-4.8397120663683e-6,-6.177113090076017e-6,-4.838967160305093e-6,-6.177102106654456e-6,-4.832874220794487e-6,-6.1770912958327655e-6,-4.83445631800328e-6,-6.17724007717626e-6,-4.837855544071312e-6,-6.177160336829741e-6,-4.829975976032965e-6,-6.177229021823489e-6,-4.836480753249831e-6,-8.323449345356597e-5
t19,-6.177059838162062e-6,-4.828851956471443e-6,-6.1770109086002665e-6,-4.802893731778661e-6,-6.177227216565753e-6,-4.8411359932076126e-6,-6.17698506514328e-6,-4.839638618042938e-6,-6.177185566960051e-6,-4.832250887074157e-6,-6.177118362890994e-6,-4.837902942613605e-6,-6.177207596036216e-6,-4.834384635403801e-6,-6.177545562424591e-6,-4.9570169330341655e-6,-6.177249562262459e-6,-4.839709298666898e-6,-6.17711575619604e-6,-4.838956690302585e-6,-6.177105971696421e-6,-4.832861223715949e-6,-6.177063378812537e-6,-4.834454220286759e-6,-6.177242614126363e-6,-4.837862596632691e-6,-6.177140944550417e-6,-4.829941583174147e-6,-6.177233805834891e-6,-4.83647177866451e-6,-8.323439888137542e-5
t20,-6.177052743186376e-6,-4.8288359339783316e-6,-6.1770046586776756e-6,-4.802883082036828e-6,-6.177219003935237e-6,-4.841129507361729e-6,-6.176979622398049e-6,-4.839639022030273e-6,-6.1771998220336665e-6,-4.832259971606319e-6,-6.177122423790896e-6,-4.837900795902066e-6,-6.177209368984294e-6,-4.834399730094147e-6,-6.177546614363982e-6,-4.957016220488197e-6,-6.1772507309573886e-6,-4.839712183225874e-6,-6.177118211180359e-6,-4.838957473244455e-6,-6.17710938117137e-6,-4.8328613802556346e-6,-6.177052564649941e-6,-4.83445535152202e-6,-6.177241844410057e-6,-4.837869447425952e-6,-6.177130930404486e-6,-4.8299366850414895e-6,-6.177217230845008e-6,-4.836475097609568e-6,-8.323438230037987e-5
t21,-6.177051293009461e-6,-4.8288355150854474e-6,-6.17700278519176e-6,-4.802890718592294e-6,-6.177213800511815e-6,-4.8411420856542485e-6,-6.176975559324871e-6,-4.8396452905366055e-6,-6.177210003993548e-6,-4.832272371694402e-6,-6.177123430601118e-6,-4.837905635251385e-6,-6.177210962801156e-6,-4.8344198772220936e-6,-6.177546436554059e-6,-4.9570239989069615e-6,-6.177251663290942e-6,-4.83972214831023e-6,-6.177120219056946e-6,-4.838964072244635e-6,-6.177112527521215e-6,-4.832870280629853e-6,-6.177051451094835e-6,-4.8344592438259e-6,-6.177237821478441e-6,-4.8378765518722365e-6,-6.177126674697041e-6,-4.829947048915503e-6,-6.177206207837242e-6,-4.836491406196031e-6,-8.323444576602427e-5
