Resource,conventional_hydroelectric,conventional_steam_coal,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,solar_photovoltaic,biomass,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,onshore_wind_turbine,solar_photovoltaic,conventional_hydroelectric,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,small_hydroelectric,solar_photovoltaic,biomass,conventional_hydroelectric,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,conventional_steam_coal,conventional_steam_coal,conventional_steam_coal,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,nuclear,solar_photovoltaic,biomass,conventional_hydroelectric,conventional_steam_coal,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,solar_photovoltaic,biomass,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal,conventional_steam_coal,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,nuclear,small_hydroelectric,solar_photovoltaic,biomass,conventional_steam_coal,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,nuclear,solar_photovoltaic,biomass,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,solar_photovoltaic,biomass,biomass,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_steam_turbine,nuclear,solar_photovoltaic,conventional_steam_coal,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,solar_photovoltaic,biomass,conventional_hydroelectric,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,onshore_wind_turbine,small_hydroelectric,solar_photovoltaic,conventional_hydroelectric,conventional_steam_coal,conventional_steam_coal,conventional_steam_coal,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,nuclear,small_hydroelectric,solar_photovoltaic,conventional_hydroelectric,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,small_hydroelectric,solar_photovoltaic,biomass,conventional_hydroelectric,conventional_steam_coal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,natural_gas_fired_combustion_turbine,nuclear,small_hydroelectric,solar_photovoltaic,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,offshorewind_otrg3,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,offshorewind_otrg3,offshorewind_otrg3,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,utilitypv_losangeles,utilitypv_losangeles,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,landbasedwind_ltrg1,landbasedwind_ltrg1,utilitypv_losangeles,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,naturalgas_ccccsavgcf,naturalgas_ccavgcf,naturalgas_ctavgcf,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,offshorewind_otrg3,utilitypv_losangeles,battery,nuclear,naturalgas_ccs100,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,heat_load_shifting,Total
Zone,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0
Sum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14204.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095837,0.0,0.0,0.0,0.0,0.0,0.0,51522.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023473797,0.0,0.0,0.0067711743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.7477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7859.6606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424888.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38003.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12422545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033105962,0.0,0.0,0.0,0.0,0.0,0.0,125674.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6783462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.515064e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114362.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.403106e6
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28575643377822e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.180508080894928e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.2230582238024756e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.201783950022013e-6,0.0,0.0,8.668759244239959e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2290355149019145e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2653361370251658e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.239619748744185e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8645051231982806e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30413526053814e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.344197699972244e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0176203052771325e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.284889701364592e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.959575923588931e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8097268661761303e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.019099557274184e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.584272481754886e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.188344121622685e-5
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2731922060038372e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.148137329253724e-6,0.0,0.0,0.0,0.0,0.0,0.0,1.0967283088147037e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1950253591978073e-6,0.0,0.0,8.344483167605969e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2140720009004205e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2495967400633994e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2254884393882506e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.992775759332078e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3979564855466432e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.944494790962066e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016390702505433e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.284774862411459e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.942509407169968e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.016855506393231e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1937541423863225e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.720907222834222e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200663820964162e-5
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2610121941179817e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1124082480236563e-6,0.0,0.0,0.0,0.0,0.0,0.0,9.868547853341756e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.186693256458347e-6,0.0,0.0,8.025138957990608e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1989371078477025e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.234001377950394e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2112365124141264e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.124693561074598e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4934120702844902e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.605059578046685e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016702876217112e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.284549883471862e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9253494833225845e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226917404917081e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375060240214137e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.861357868054476e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.237987601793163e-5
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2480680540967454e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0708810935071e-6,0.0,0.0,0.0,0.0,0.0,0.0,8.904029215562105e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.17625338958831e-6,0.0,0.0,7.709645325367136e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1825226373621137e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2172848248355723e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1958540507934244e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2604256195714504e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5907064439076335e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.342919802458315e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018418798416264e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.284425768088259e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.908276686732495e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4419813260543315e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5634170387758972e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.005838528382406e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.300053971030261e-5
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2332125195893245e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0208377519430896e-6,0.0,0.0,0.0,0.0,0.0,0.0,8.050420024372028e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.163085918529614e-6,0.0,0.0,7.397415559183931e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.163673166239149e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1981452032175093e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.178294205300531e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4001408902461344e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68994608509262e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.177969600938855e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021520470435805e-6,0.0,0.0,0.0,0.0,0.0,0.0,7.284327593427702e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.891287699009849e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.662973047017617e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7592518666736875e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154526215929364e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3874856284242833e-5
