Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Sum,961299.8,-1.4832561e7,-2.2664774e7,-4.0505828e6,-6.477066e7,-4.0925652e7,2.4509495e6,6.382675e6,-1.3650572e6,2.2021688e6,809658.3,3.287125e7,4.1590016e7,-6.6957725e6,7.407022e6,6.213063e6,-1.0641682e7,-1.4978691e6,-2.4672912e6,-5.2710755e6,-1.7595162e7,-1.4907775e7,-1.1674014e6,-1.079652e8
t1,199.9991199254445,-6709.998302650051,-7503.918255812271,-906.8868881745532,-9671.999504005542,0.003913352004688391,1.1564403350858721e-6,2936.4727452472803,0.00018236928584293888,-1024.760633820067,599.9985077522143,4667.1772887111,13316.032944850609,-4858.153432185632,1359.9999766399071,1.70713199772448e-6,4194.538613706564,0.0006913205891614755,-1416.2419674155105,-3541.8932452625504,-7.980810024613518e-5,-4415.998724107007,-551.9976223902826,-13327.624668892995
t2,199.9991198817779,-6709.998302648414,-9890.776481129615,-896.8930695859837,-9671.999503841345,0.003914003557060513,4.961050088655387e-7,2988.979738930544,0.00018234083275718327,-1024.7606412873338,599.9985078553182,4667.177272187304,10630.042675101999,-4960.72407280613,1359.9999766394928,-1.119919339445663e-6,4194.538614589333,0.0006914481915927021,-1285.2814356649014,-4096.552756653076,-7.976365648965653e-5,-4415.9987240892815,-551.997622349365,-18864.24199746457
t3,199.99911986685066,-6709.998302692992,-7749.904653521119,-897.9550317496561,-9671.999503775578,0.003911790952019831,-2.053173875191279e-7,2707.703904714603,0.00018233562800044163,-1024.7606232400565,599.9985081444487,4667.177261539997,2321.4100667586745,-4979.643679571461,1359.9999766396613,-2.4359795898873556e-6,4194.538614561761,0.0006915205905418825,-1118.0175219479665,-4196.877026623542,-7.976797722707613e-5,-4415.998724101253,-551.9976223208103,-25266.320534080543
t4,199.99911986168934,-6709.9983027630105,-8157.351667829293,-899.6556536261138,-9671.999503769479,0.003911635338513904,-2.430966883669797e-7,2805.3878303936044,0.00018233692357293374,-1024.7606131870318,599.9985082806254,4667.17682434336,278.3683549365211,-5059.351478945842,1359.9999766396586,-2.8204424155756948e-6,4194.538614515519,0.0006915448002351632,-1096.2077925971246,-4335.775271371924,-7.982356615913544e-5,-4415.9987239814045,-551.9976217521231,-27817.622698222403
t5,199.99911987367346,-6709.998302817709,-7422.640062146139,-896.7613951425202,-9671.999503816367,0.003910470131609689,-3.0532356120552967e-7,2866.3250550725693,0.00018234649990723752,-1024.7606355014025,599.998508043972,0.0031630176548080756,0.002592399200738427,-0.0004533840753764718,1359.9999766399276,-3.7233248811972125e-6,4194.538614118362,0.0006913013968525613,-1581.8258474664735,-4204.512655596229,-7.988767039348747e-5,-0.0026907128550038633,-0.0009445788198530029,-22291.630761795528
t6,199.99911989427122,-6709.998302892975,-6965.716258515656,-898.1149569467807,-9671.999503915775,0.0039094472025348655,5.5432928107908026e-6,2795.780210619402,0.00018238552439297264,-1024.7606393914684,599.998507932859,-4667.187301138203,-0.0005966667329823567,2907.6148874451346,1359.9999766411452,-4.053477262230083e-5,4194.538606988572,0.0006912023112677986,-1695.32800690663,-4019.010392491979,-8.004769567726002e-5,1738.0199696156594,0.007412895272991719,-21856.15259883802
t7,199.999120028057,-6709.99821065076,-0.01272316131346335,-898.0248605136901,-9671.999492274195,0.0039093563611940895,0.0034048575551658793,3337.0139299670054,0.00021397717830199227,-880.1063716749129,599.9985078902909,-4667.18823625627,-2429.4248604666423,3476.869632749357,1359.9999769792717,-311.71766146310694,4094.460275617279,0.0008026701928926388,-2316.676360939481,-7177.770534802903,-0.00011538490031979935,4415.998784348996,551.9987458576674,-17026.572123288974
t8,199.99906294832044,-4411.718307656063,0.0036853538729899496,-0.0012565760951982888,-8491.836224365417,0.003915628542834685,4.5852257643010097e-7,4999.998849656924,221.94416642484438,-1024.7643462610063,599.9992494030092,0.028525410093958425,895.3006675462901,5195.999389574628,1359.9999766403482,2.5080648352764946e-6,4194.539895864764,0.0008633962885271325,-2499.9993743016175,-7177.783392536418,-1720.2314735095806,3047.6723965959277,551.9993417272998,-4058.84438606846
t9,199.99985458273747,-6436.0094846447555,-21233.99938304502,-999.9978071725359,-9671.99988951297,0.004605846621934067,-0.0038946238743153053,-0.00108813784683516,-3999.9984500627625,397.23429482333967,0.004332016525886291,4667.188760876164,14129.281702537666,-5195.999930054187,1359.9999697330763,1389.6981990974339,0.00762882140430641,0.00043887078393448184,96.16922001097298,0.0003991073333679124,0.024264383503675414,-4415.9999634306405,-551.9999654089053,-30266.39618538592
