Line,New_Trans_Capacity,Cost_Trans_Capacity
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,2127.8953,6.828203e7
7,0.0,0.0
8,0.0,0.0
9,-5.874112e-6,-0.2279038
10,299.7649,7.669485e6
11,0.0,0.0
12,1097.1888,2.4413548e7
13,2329.2817,6.1928616e7
14,0.0,0.0
15,0.0,0.0
16,-4.8301736e-6,-0.06553096
17,194.54047,5.6014035e6
18,-5.952895e-6,-0.2984484
19,-5.883881e-6,-0.16100653
20,-5.426397e-6,-0.16729581
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
