slot,cluster
1,13
2,13
3,19
4,16
5,16
6,4
7,18
8,4
9,9
10,9
11,13
12,9
13,18
14,4
15,15
16,7
17,15
18,15
19,10
20,10
21,10
22,4
23,3
24,3
25,3
26,3
27,7
28,10
29,7
30,10
31,10
32,3
33,3
34,3
35,3
36,10
37,3
38,3
39,3
40,12
41,11
42,12
43,2
44,6
45,2
46,6
47,6
48,6
49,6
50,20
51,6
52,2
53,6
54,2
55,6
56,6
57,6
58,12
59,12
60,2
61,2
62,2
63,2
64,12
65,12
66,5
67,12
68,12
69,11
70,12
71,5
72,14
73,14
74,5
75,11
76,8
77,5
78,17
79,1
80,9
81,17
82,17
83,1
84,1
85,2
86,19
87,17
88,19
89,8
90,19
91,9
