Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Sum,20036.469,341522.8,2.7848818e6,67651.45,2.0152789e6,574600.44,284494.75,415896.88,307705.9,45475.727,27472.098,364505.44,1.3033162e6,726366.4,61520.773,41683.22,232591.61,480220.88,168992.33,979166.75,2.0353971e6,1.0396431e6,109097.27,1.4427518e7
t1,9.117003096676332e-6,16.599619131213593,369.52284127532505,0.04547531053463486,308.9649055374871,29.25260648561723,52.00464882568279,3.614644670651468e-5,8.753891622535397e-6,7.319816426523851,3.719999576032977,47.667395649514766,0.04566323175102313,113.272799933039,8.703999999762743,1.7633575238708785,24.002934254832542,62.70000183395588,1.1955755796628468e-5,196.67128220432627,327.891174306394,144.40319987667613,20.92079975025153,0.0
t2,9.119281665149279e-6,0.03410483701443562,378.1141580988342,3.3263063702625737,311.3856293421348,16.555015862331604,47.52194597658429,3.614023704313756e-5,8.754317057806692e-6,7.3225041715261785,3.719999990373559,47.66739564725609,12.662468972511967,113.27279993302444,8.703999999762765,2.111775721403485,14.162112387339217,62.70000183230749,1.1942347467910291e-5,196.67128219702892,327.89117431030087,144.40319987666885,20.920799750241184,0.0
t3,9.114516845301444e-6,0.07172428071165829,354.7867286074633,4.202012176377246,311.3672040723311,8.357592461403833,48.621830907602245,3.609117542272368e-5,8.75420656549939e-6,7.322504172072503,3.719999990385872,47.667395643261564,64.95158518252892,113.2727999330184,8.703999999762768,2.3450833577044548,11.047020687155525,62.70000182892306,1.1919450064520839e-5,196.67128218350774,327.8911743051191,144.40319987666535,20.92079975024257,0.0
t4,9.111118649279666e-6,2.610749709547608,327.52675027245846,6.289404152218842,308.4479394273377,7.242050519821649,53.81482003906353,3.6022778785898876e-5,8.75416994115827e-6,7.322504172080231,3.7199999903785006,47.66739563857941,109.95782399086701,113.27279993303705,8.703999999762766,2.0587881310973795,8.30125700334932,62.70000182537882,1.1897335367806762e-5,196.67128216887554,327.89117432041843,144.40319987669724,20.920799750252137,0.0
t5,9.110530108368263e-6,11.115457634087077,304.43746155635637,20.206626731943945,287.02717473459546,8.749229170845219,56.81005695020364,3.598166700868493e-5,8.754186170798861e-6,7.322504171103912,3.719999990336818,47.66739563940864,205.74825733823351,113.27279993308429,8.70399999976276,1.6134040727713799,7.52119288935348,62.70000182544495,1.1885805099547079e-5,196.67128217898497,327.8911744135243,144.4031998767737,20.920799750139956,0.0
t6,9.110235302426197e-6,46.36687642549628,266.9547741785386,26.899995923336423,263.1345667920474,8.852451437212327,54.174799709435234,3.6059923081540683e-5,8.753978340955187e-6,7.3199195756600774,3.7199995764887968,47.66739564322567,278.69338001169143,113.2727999549519,8.703999999762773,1.6811153087220458,10.236273008598078,62.70000182863302,1.1954501329710661e-5,196.67128218844044,327.89118588174495,144.40319991438614,20.92079981355187,0.0
t7,9.082537132382289e-6,132.18697172501314,178.69262405785975,26.899995052808517,251.62990938730067,8.550838537330863,46.91560143325367,3.618713949413221e-5,8.6493316695693e-6,7.319745863810006,3.7199995755847115,47.66739426620734,319.77999776197004,113.27279994788437,8.703999999762788,2.096731219294196,15.072660034414497,62.70000169198382,1.2045949262476987e-5,196.6712820158438,327.89118521157405,144.40319991285497,20.92079981337403,0.0
t8,8.801982327013636e-6,85.44232349979687,233.05661443065296,1.0915233126909017e-5,161.24717670381148,5.075013338928683,43.27932450877534,3.668485929035745e-5,8.457037962687592e-6,7.322504157847607,3.719999989214954,47.5490349081489,319.7799467092232,113.27279994224705,8.703999999760946,0.5919330434646997,25.20740216009234,62.69999509361913,5.604140466860587,182.29354662845063,327.89077182003086,144.40319989408945,20.920799813549586,0.0
t9,1.0221549496587827e-5,17.783944624397556,201.5054000459922,1.212756689577909e-5,222.43077171270943,5.326579845236362,61.68599973948949,78.99999967610584,9.828275055417944e-6,4.913538832414598,3.7199994921255604,47.667396840032694,319.77999994101526,111.93808572205737,8.70399999973184,3.919634085241115,40.11330263484598,54.329227003567695,1.3922716754562233e-5,2.298065546303737e-5,149.04265187506988,33.06086827221769,20.92079574849443,0.0
t10,1.1184994750917143e-5,37.46345983151774,89.1502226908566,2.044044881947744e-5,61.36029131078526,153.00541715341535,61.68599999989783,78.99999999980334,1.0760478958307387e-5,6.469141654372615,3.7199994953270425,47.66739739172385,19.67326135517098,1.1847931967183363e-5,8.70399999973184,11.960290756801612,1.4608330470079232e-5,62.70000333559546,7.724807901910053,196.67128376239833,1.0881825844687247e-5,36.65799617900908,11.264537676967157,0.0
t11,2.884931091422326e-5,1.967165681583971e-5,170.56973141632662,26.60263513286794,1.0810380000908136e-5,162.66468239458342,61.68599999989794,78.99999999980345,1.1510434164726492e-5,6.467234727524196,3.7199994956269924,47.66739742859179,162.1867902939766,1.1933048633846173e-5,8.703999999731844,12.526981820921543,1.4613358835441975e-5,62.70000345633211,9.848501611953168,196.67128392191734,1.085251392128803e-5,104.57852703717205,2.818285520619763e-5,0.0
t12,2.8971163225377236e-5,1.966945838419726e-5,128.90934560620087,26.6063092528982,1.0786770864999905e-5,163.20530524660091,61.68599999989791,78.99999999980345,1.1527685823456338e-5,6.382873192891916,3.7199994958168716,47.667397428820756,246.87087003901584,1.192805595342199e-5,8.703999999731849,11.787312644363627,1.4618020496185395e-5,62.700003456926694,13.431837974106061,196.67128392333169,1.0854120520376739e-5,107.46047103516109,2.8174075158115827e-5,0.0
t13,2.8977003560028077e-5,1.966841432147194e-5,122.72554219525279,26.60719870306452,1.0782464354562705e-5,157.08168769757611,61.6859999998979,78.99999999980344,1.1528944046539718e-5,6.430359228836373,3.719999495920479,47.66739742884866,254.08183726494306,1.1926692689146396e-5,8.703999999731847,9.401183009245873,1.4620437792240567e-5,62.70000345699935,15.222677314118709,196.6712839235235,1.0854863928762225e-5,96.78995407316539,2.817095732822945e-5,0.0
t14,2.8975492510175607e-5,1.9668808985387887e-5,117.02646142896549,26.606261945604256,1.078487669091124e-5,154.1103179254882,61.68599999989793,78.99999999980349,1.1525674102610277e-5,6.259795187355969,3.719999495818478,47.66739742878813,223.9295830527501,1.1926013228114597e-5,8.703999999731849,9.092138639628482,1.462132068055553e-5,62.7000034569192,16.881699199510035,196.6712839233004,1.0854208119039958e-5,76.0409626961766,2.8168869897956598e-5,0.0
t15,2.8967740147890868e-5,1.9670657319827962e-5,130.3924988808318,26.601490441147003,1.0781184267965673e-5,149.5708211270514,61.685999999897646,78.99999999980328,1.1508743074226464e-5,6.062153992033564,3.71999949559855,47.66739742855245,155.1974653238014,1.1924108118760584e-5,8.703999999731845,10.635617975927802,1.4618785806191236e-5,62.70000345635686,21.376486619838055,196.6712839218536,1.085219843064499e-5,27.567674150595288,2.8168389120038354e-5,0.0
t16,2.7729833355121945e-5,1.9697666162069502e-5,216.08462711239156,1.334955652154868e-5,1.1343584553344646e-5,34.40601449068984,1.8300629325658346,78.99999370306917,1.1502190915698064e-5,5.770257058396144,3.719999493996424,47.66739742830145,100.72177161485216,113.27277109811199,8.703999999731854,7.71057661507603,1.4615194391326574e-5,62.70000345582364,23.23437948910912,196.67128391947145,45.438528554880385,1.0839589894671117e-5,7.713736370637134,0.0
t17,9.717743022448887e-6,77.41856724798876,78.3233356242527,1.1535550262793017e-5,121.95533419040885,53.62175702564767,61.685997415653475,0.00022874378318552284,9.342911587358523e-6,7.3225041720253445,3.7199999903678496,47.66739679854195,12.18898109913872,113.27279997562296,8.703999999762871,0.7857798196605162,2.24622209881401e-5,62.700003172166234,2.1486046666245277e-5,196.67128374999334,252.74493745648212,144.4031999386711,20.920799902099528,0.0
t18,6.159998972346911,9.370294855269315e-6,357.88074805996126,0.4287387448431469,311.4383992964031,48.71887006915616,61.68599755607623,4.219094571885541,1.2360785636714827e-5,7.322504171728784,3.7199999903556327,47.667396440569995,4.30490926527052,113.27279996675645,8.703999999762884,1.031305977449861,2.2462108344200103e-5,62.700003040208145,2.1592164648064093e-5,196.67128360106307,327.8911733275127,144.40319993531043,20.92079988682854,0.0
t19,6.159998970833996,9.368802811371054e-6,390.11179947292385,10.145859116168397,311.4383992957337,50.84460597410267,61.6859975492077,4.116434526740852,1.234217465130234e-5,7.32250417172624,3.7199999903575756,47.66739644045376,1.1631401438594953,113.27279996675198,8.703999999762882,0.8690530756342482,2.2460620751338547e-5,62.70000303914932,2.1707240050369347e-5,196.67128359951533,327.89117347388424,144.40319993528163,20.920799886615725,0.0
t20,6.159998971834474,9.344117391115133e-6,385.77513726910394,0.4789978417886523,311.4383992958823,48.92790514292029,61.68599753226027,2.7273971381522415,1.2367658865516531e-5,7.322504171764237,3.719999990363251,47.66739644013833,7.7635446203305305,113.27279996673992,8.703999999762868,0.4959498642804089,2.24549213774132e-5,62.7000030397469,2.220640627961973e-5,196.67128359950627,327.89117336579164,144.40319993528436,20.920799886709403,0.0
t21,6.159998972017173,9.340058797438247e-6,384.9008023474665,0.41940038066875057,311.43839929585346,52.416867753203604,61.68599752983999,2.860416363484016,1.2372340366313308e-5,7.322504171880081,3.719999990368411,47.66739644004568,13.704855084234984,113.27279996673666,8.703999999762875,0.5634286985156888,2.2456372079021642e-5,62.70000303980445,2.2178908209382635e-5,196.6712835992525,327.89117332170133,144.40319993528388,20.920799886751766,0.0
t22,6.1599989718684505,9.336486695290311e-6,382.20706187847526,0.4211588148231272,311.4383992954526,54.159381774504844,61.68599752831611,2.9084662361973397,1.2374915503810928e-5,7.322504171930821,3.719999990369955,47.667396439962864,20.294304124981714,113.27279996673332,8.703999999762878,0.6064892716958902,2.2457763962273747e-5,62.70000303981311,2.2047058021944553e-5,196.6712835991696,327.8911733213467,144.4031999352816,20.920799886764705,0.0
t23,6.1599989717232155,9.334218734218388e-6,378.6296206144861,0.4223278880859276,311.4383992949527,52.664858329105165,61.68599753149316,3.334407685637835,1.2376081912280135e-5,7.322504171994081,3.719999990371683,47.667396439848496,28.377018783084807,113.2727999667298,8.703999999762878,0.6591272103867681,2.245922432624832e-5,62.70000303977953,2.1848412358519064e-5,196.6712835992312,327.89117332114614,144.40319993527868,20.920799886772475,0.0
t24,6.159998971565618,9.335862661233086e-6,370.81725109748186,0.4196158453141064,311.4383992946053,32.85353075425834,61.68599753698442,4.09132895877826,1.2374746141859402e-5,7.3225041720292765,3.7199999903714867,47.66739643967167,39.55019054162103,113.27279996672533,8.703999999762878,0.6968848851077263,2.2460621985907208e-5,62.70000303958606,2.1618658959795993e-5,196.67128359897168,327.89117331732496,144.4031999352727,20.920799886773775,0.0
t25,1.6279321061812961,9.350715980466757e-6,335.93701435408684,0.3787029653345398,311.4383951980793,20.72134247508115,61.68599754723918,5.07381579325656,1.2365641557018435e-5,7.322504172095763,3.719999990370146,47.66739643932294,124.30160706076127,113.2727999667058,8.703999999762873,1.1912183470187852,2.2468191614495025e-5,62.700003039139894,2.0851960287447773e-5,196.67128359815564,327.89117326690985,144.40319993524074,20.920799886750633,0.0
t26,9.609300457516308e-6,9.893030787987524e-6,293.15773666525837,1.3500150120305167e-5,301.49898400322314,26.69927941318681,61.68599757949258,16.383673911368867,1.2125779169856726e-5,7.322504172122355,3.719999987064085,47.66739627641016,251.50486087617253,113.27279996669218,8.703999999762859,2.02152666526492,2.252411686279606e-5,62.70000270836415,0.3066394165335728,196.67128359735472,327.8910870455622,144.40319993521823,20.92079989388046,0.0
t27,9.606600274559591e-6,10.21833597112041,277.13994013244474,1.3525799944057621e-5,255.26570234027267,24.010115249115366,61.68599795362831,15.28413985479995,9.234439380111996e-6,7.322504173748245,3.7199999870349534,47.66739627525464,305.0944145895978,113.27279996669508,8.703999999762319,2.184997207922781,0.3964936199675569,62.700002706307956,2.122543419705634,196.67128359649536,327.89108694170534,144.40319993522544,20.920799893910242,0.0
t28,9.71756754094477e-6,13.556789998372144,278.81681648738754,10.90060681026839,250.47081662400086,17.792732105445314,61.68599796274304,11.107445863231753,9.341382253073335e-6,7.322504173760339,3.71999998702356,47.66739640628143,312.73207232500295,113.27279996859211,8.703999999762308,1.8068341100161076,2.384208152864556,62.70000291504663,4.234441544368487,196.67128374128035,327.8911732122807,144.40319993867053,20.92079989392324,0.0
t29,9.717612316661684e-6,16.999797562665304,280.48367213914236,21.170344452205203,239.96760486166417,34.08558061367516,61.685997973274866,34.44797101189377,9.3414852651982e-6,7.322504173757101,3.7199999870239044,47.6673964068458,313.1474980312077,113.27279996861121,8.703999999762308,0.9929283283859099,7.819153840518012,62.70000291572147,7.889827097123168,196.6712837460595,327.89117324149606,144.40319993870438,20.9207998939311,0.0
t30,9.717549396366701e-6,18.306717853337734,275.8948733931452,23.474429018501347,223.97011981958732,27.853340104302518,61.68599797299479,29.663848086872004,9.341518131526003e-6,7.322504173754118,3.719999987028031,47.66739640717858,315.3137907332902,113.27279996866385,8.703999999762313,0.6923474319991028,8.944216168279777,62.70000291632731,5.609107355104995,196.67128374634757,327.8911732764699,144.40319993880095,20.920799894047185,0.0
t31,9.717416075382703e-6,16.098607071758696,274.80621092993636,25.37999712585075,201.689920522815,16.672734010406632,61.68599796676255,15.381200186695425,9.341542557263552e-6,7.322504173742691,3.719999987030666,47.667396407303244,317.37105818117277,113.27279996867395,8.703999999762317,0.45809278968622125,7.600115426707677,62.70000291666496,3.8294372821051517,196.67128374630354,327.8911733224763,144.40319993882127,20.920799894028793,0.0
t32,9.716771113716916e-6,13.789084064096409,278.17333181560036,15.953262640002345,216.14156800231586,8.831959807542551,49.015799614298736,4.03149133581968e-5,9.340917227135633e-6,7.322503584005897,3.7199999487122373,45.05507936635163,310.9885364604766,113.27279996866294,8.703999999743063,1.8866673396653622,6.030969279488032,62.69999279129052,3.360151482053425e-5,193.5626994219364,327.89117326239784,144.40319993879527,20.920799894023894,0.0
t33,9.717914991137455e-6,44.35834605142995,109.71796196303586,1.1532022572285242e-5,212.83073458671944,6.496604189747669,61.68599930877202,78.99999919372935,9.341650594259673e-6,4.194630456861801,3.7199997058170626,47.66735759318763,135.74830019054625,113.27279965343835,8.703999999731916,5.137817344341997,60.399964252808054,1.1836104917252877e-5,17.646656080341266,10.072537685559443,168.019256825689,144.40319846592917,20.92078862157884,0.0
t34,1.1183520881854746e-5,16.78843947191145,99.5278631567319,12.539639992042938,13.578140178868573,153.59810209883904,61.68599999989783,78.99999999980335,1.0760942562713805e-5,1.187856085106248,3.719999493612123,47.66739711444556,1.2731081296746757e-5,78.29841890219672,8.70399999973187,10.3172047023549,1.4613947817872616e-5,62.70000333615206,21.137155631611474,196.67128376220126,1.076488236310633e-5,82.48122513467975,9.361459742563345e-5,0.0
t35,2.9018812110970976e-5,1.9676960859904364e-5,66.8930069642899,26.89996973304364,1.076951125736082e-5,157.26039104090245,61.68599999989791,78.99999999980342,1.1504075923481729e-5,1.4400059924763509,3.719999494351695,47.66739711456583,1.8047975942614736e-5,2.1247821066137082e-5,8.70399999973187,7.491375580777235,1.461947174226274e-5,62.70000345616355,24.422153520977474,196.67128392065914,1.1269315675680952e-5,37.998924270859426,20.920711153729684,0.0
t36,6.159974451947623,1.9643751370120197e-5,8.019377493084175,26.899979591976507,1.2985486644333065e-5,162.9136280378275,61.6859999998979,78.99999999980342,1.1508306647218586e-5,6.391708236595198,3.7199994945010104,47.66739711476123,1.805094694240493e-5,1.442415973508859e-5,8.703999999731872,7.691179506728542,1.4622000414081055e-5,62.70000345658087,32.55344919627619,196.67128392194746,1.1588010167994474e-5,4.4535354941404637e-5,0.25035482029747863,0.0
t37,0.0021278364670336432,1.2189987314237678e-5,115.85779308425285,11.170506626597573,1.136755266377114e-5,154.87989160479862,61.685999999897916,78.99999999980427,1.3147020664829178e-5,6.58924220872154,3.7199993872481425,47.667397102793146,4.4916182824562775e-5,1.2827939779401628e-5,8.703999999731872,7.531092142762066,1.1835328380022192e-5,62.7000035331284,23.719892228665945,196.67128401646997,1.0919971169931914e-5,82.91925099824955,9.495419061361087e-5,0.0
t38,0.002127266632393824,30.926957242309474,129.64748271167767,10.625679971175467,1.1365665737511622e-5,152.44790455047678,61.68599999989791,78.99999999980429,1.0906147212211673e-5,5.7100788623349095,3.7199993829880182,47.66739721631108,1.2789496502995617e-5,113.2723587861963,8.70399999973187,6.478630906492711,1.1842829098045806e-5,62.700003532935106,18.817399459507946,196.67128401609028,1.0916378012483044e-5,62.01672052268963,9.488067287228149e-5,0.0
t39,0.0021244182661429847,50.20189785273285,142.49393238060182,9.20370486312425,1.1364139338022472e-5,152.00047569242497,61.68599999987269,78.9999999997891,1.0901834487524657e-5,3.79958390957253,3.7199993765012165,47.66739721676863,1.276839042901612e-5,113.27237179491134,8.703999999731868,5.241204430719688,1.1846166652900072e-5,62.70000353289252,18.258226392593073,196.67128401552154,1.0908579336732644e-5,64.07324928239211,9.479181744511761e-5,0.0
t40,1.632311855471165e-5,68.05391430897878,109.73804348381833,1.3421163495288658e-5,1.1161888070858165e-5,18.874597886989704,29.011964698081922,78.99999326627275,1.089979328328112e-5,0.7022656054084736,3.7199993688977715,47.66739721647153,1.276220075351119e-5,113.2723729086313,8.703999999731874,9.015131111683928,1.183619662930381e-5,62.700003531981906,22.0614925040088,196.6712840110074,6.813831626750994,58.396970329433444,1.051892559012121e-5,0.0
