Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15
cTotal,7.420561202795728e10,3.9011642363034167e9,4.137691371373049e9,5.172789098806601e9,3.9124377073535852e9,3.3325891487345514e9,9.428541344016064e8,5.329850202000083e9,1.4531899976827648e9,2.1446710445844429e9,1.564751427988226e9,6.838572915873438e8,3.075465429147699e10,1.566434710478709e9,3.13362158844726e9,5.597962535471015e9
cFix,4.137054181449028e10,1.715385063726568e9,1.5231663295120928e9,2.9490821003549137e9,3.00022419400754e9,2.2771151316286774e9,6.306699748801799e8,5.0181249911934395e9,1.303200666434942e9,4.1237024461394864e8,5.1922154040376824e8,4.8433233403527284e8,1.6150620145447369e10,6.022357513822405e8,1.7423951177294738e9,3.04239822913986e9
cVar,3.224993364492131e10,2.1857791725768504e9,2.614525041860955e9,2.223706998451688e9,9.122135133460449e8,1.0546042629869046e9,3.121841614631642e8,3.117252159274487e8,1.4582620932430843e8,1.7323008020872378e9,1.0453864863106304e9,1.994777041071168e8,1.4604034150314793e10,9.613791491161017e8,1.3912264707177866e9,2.5555643063311543e9
cNSE,2.2824978546241316e8,7.456132429172635e7,8.361882068654335e7,9.38531573988196e6,3.541431682828548e6,-183.20388324304247,-183.29610228901072,-183.2975787196871,1.4207610292595816e6,-183.2950142107316,-183.29496580322063,-183.28614014482983,-183.29844408348768,-183.2951503555176,1.6692326530358987e7,3.9031271769092806e7
cStart,8.04332727716811e6,0.0,0.0,0.0,0.0,869754.1189691805,-1.941737765378374,-5.120806019810905,4.1631219235145496e6,-2.116743803388071,143401.2738274113,47253.4449539475,-4.285176260218345,2.8198099803669183e6,0.0,0.0
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,3.4884345580558383e8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
