Zone,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
t1,98.69429722965296,99.51703879860837,103.58791036034651,102.29087499980889,96.76898317754815,101.6775868313915,99.01053654305682,4.913974444196509e-6,102.1681910266575,102.71111974513136,104.5578282015914,96.36335882063241,103.72266701264478,101.38522898750782,125.35428474446925
t2,98.69416282414952,99.51703873822377,103.58790912986791,102.29087300797516,96.76898232249464,86.47400749459757,99.010537680526,4.0343685945133215e-6,102.16818939359986,102.7111186537441,104.55782603209171,96.3632237239637,103.72266497709114,101.38522865808282,125.35428421683712
t3,98.69416098753125,99.51700142616659,103.5879077161008,102.2908720944437,96.7689136985534,86.47400075523767,99.01053684743837,3.7744745818372176e-6,102.16818801177685,102.71111679767772,104.55781986452268,96.36322242599061,103.72266346353317,101.38522825658916,125.3542837102664
t4,98.69415824363807,99.51689169003365,103.58790661429398,102.29087138796433,96.76885025421188,86.47400047417241,99.01053732795985,3.6572235026462127e-6,102.16818644587012,102.71111493558229,104.55781231295573,96.36321964277235,103.72266159781773,101.38522811099614,125.35428392931529
t5,98.6941653056435,99.51689398904321,103.58790681514012,102.29087183050727,96.7688551053879,86.47400980592455,99.0105383902863,3.927903853663556e-6,102.16818631833497,102.71111441518104,104.55781084971244,96.36322441765365,103.72266120656762,101.38523421893186,125.35428505398801
t6,98.6943143025404,99.51704951210151,103.58790675940924,102.2908717830834,96.76899943866587,101.67757941891607,99.0106928874891,3.824516853054241e-6,102.16818760632748,102.71111471743015,104.55782003147249,96.36337467453214,103.72266296550444,103.46841664197139,131.6219996793494
t7,98.99540109742067,99.82064662753483,103.5879059929182,102.29087117311146,96.76898267186833,101.67758587589195,101.19942267982269,3.6273197052179126e-6,102.16818725654483,102.71111562722275,104.55782454555391,96.65735070234888,103.7226627919422,103.4684198241056,131.62199993159004
t8,102.10483408388548,102.95600044233629,102.3297653427791,101.0484833485776,100.11298844464329,86.88689238823045,102.64745013454929,-0.04411540113769865,100.92729119483603,101.4636234423143,103.94905201018139,99.6933458620628,102.46288697967229,103.46842173976093,131.62199971550154
t9,88.09151783323767,88.82586636864558,75.7531024953858,76.71364205235209,86.3730422747983,86.06106028424887,81.4485273906445,1.2244716959382269e-6,86.47515599344935,86.93468967739095,88.49774358698218,86.01099285197216,87.79086457762061,89.19982984154227,83.24367921280837
t10,80.5720000865287,81.24366414896558,-286.4818184381735,-290.1143742695652,79.00021391543116,86.05990921040515,76.56563959362923,1.0754640628717314e-6,86.4740025805362,86.93353340547037,88.49774190982379,78.66906933142666,87.23248488477519,79.07934280114276,76.13797438944376
t11,80.06203069523765,78.12400553979974,-286.4818221690319,-290.11437811144793,79.0002137532587,86.05990813823183,76.08102735873858,9.896046486739629e-7,86.47400131607334,86.93353219790438,88.49774161088551,78.1711443690255,87.23248440726628,77.93690802697837,75.65606929991006
t12,80.06203039311495,78.12400013229964,-286.4818226391883,-290.1143785233461,79.00021355943748,86.05990811205083,76.0810271190376,9.276632991518625e-7,86.47400055835996,86.93353130279888,88.49774145610779,78.1711441438509,87.23248403838738,77.93690730116933,75.65606903842134
t13,80.0620304053162,78.12399984319552,-286.481822672258,-290.1143785907581,79.0002135540309,86.0599083769353,76.08102702085475,8.979257632161574e-7,86.47400202900226,86.93353089315458,88.49774141062032,78.17114416040016,87.23248389691528,77.93690718780614,75.65606907813593
t14,80.06203040751392,78.12399994057664,-286.48182226539075,-290.1143784078594,79.00021358142006,86.05990833790325,76.08102724872428,8.88040716828209e-7,86.47399971393756,86.93353048845098,88.49774138306985,78.17114415221423,87.23248381684682,77.93690729714791,75.6560692089643
t15,80.06203053104659,78.12400039944083,-286.48182140643513,-290.11437743986033,79.00021359964029,86.05990918014744,76.08102734862422,9.000736600793823e-7,86.4740001963388,86.93353013326346,88.49774146174639,78.1711443415167,87.23248370837749,77.9369079894332,75.65606978009114
t16,80.06203096593943,78.12419731488613,85.288845914207,84.22093430617346,79.00021371415778,86.05991077626648,76.08102781064669,9.384399324286968e-7,86.47400080468839,86.93353172783858,88.49774168342516,78.17114473005837,87.23248383456587,81.06932090354103,78.05393610938215
t17,92.59693268467896,93.36883921542916,106.38663548012575,105.05455581167139,90.79056575670172,86.47399970567709,87.9926450183851,1.0061912981588017e-6,102.18861484922787,102.73165216578893,104.55782062755107,90.40999996230765,103.4364524095395,93.76192944196366,131.61413127498014
t18,93.6640835795804,102.9559989422432,106.41621049705311,105.08376064034279,93.33673239683554,86.47400240260589,93.96433526483143,-3.8099801676841356e-7,102.18861423505166,102.73165379024758,104.55782065854488,91.45194718541606,103.43645228841041,96.2179714894097,131.62199641558894
t19,93.66409145493388,102.95599957918138,106.41621041430216,105.08376071874766,93.33673377787623,86.47400216632074,93.9643354453453,-1.3801872788105382e-7,102.18861477096917,102.73165262594895,104.55782096321832,91.45195458014489,103.43645225405226,96.218005220288,131.62199656599321
t20,93.66408512338319,102.95599936885041,106.41621042832064,105.0837605361156,93.33673614989566,86.47400218980418,93.96433785269171,1.0886470590682842e-6,102.18861648701444,102.7316522460388,104.55782300326607,91.45194845060196,103.43645298599986,96.21797581614648,131.62199642747808
t21,93.66408460895926,102.95599940494229,106.41621057968598,105.08376054206904,93.33673622149846,86.47400152970455,93.96433794768772,1.0325901568663245e-6,102.18861594666355,102.73165244203808,104.55782289459275,91.45194792959026,103.43645307239275,96.2179719096516,131.62199665341606
t22,93.66408427196724,102.9559988971001,106.41621074156063,105.0837605225504,93.33673618401637,86.47400088265597,93.96433779383871,9.564124831014804e-7,102.1886157834078,102.73165257089515,104.55782250891335,91.45194777156526,103.43645300651296,96.21797177628117,131.62199672940935
t23,93.66408415036994,102.95599835672984,106.41621061100933,105.08376063120332,93.33673612377137,86.47400046105217,93.96433806750495,8.936752751737593e-7,102.1886152334266,102.73165254450895,104.55782194924161,91.45194758992365,103.43645299400657,96.21797164205904,131.62199631817177
t24,93.66408403947884,102.95599792181619,106.41621105425516,105.08376084960643,93.33673588036324,86.47400029654766,93.96433801512183,8.500803991549377e-7,102.18861643515409,102.73165258308316,104.55782115921953,91.45194740294933,103.43645274102465,96.21797136681033,131.621996239177
