Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
CO2_Price,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,-3.1501116658055105e-6,0
Sum,1.0974947e8,6.198159e7,1.3834736e7,9.794016,966826.56,6.121003e6,10.335919,2.198045,2.4860946e7,8.414306e6,450100.66,2.147213e8,8.052213e6,1.5232624e7,1.6131626e7,4.8051677e8
t1,12559.831730577414,6659.124454441503,1143.5193085114888,0.0007267671469978697,0.0018207936386266921,672.5040675999257,0.0007059720290902319,0.00010774883112931648,2835.826071359567,804.1532515554572,0.000824122516654176,21192.74769257167,122.14678112307915,1416.7490218586238,1655.3810010425984,49061.98756604548
t2,12559.831729810488,6659.124454420535,1143.5192830014093,0.0007210663610956599,0.0017867059529497395,548.811913982188,0.0006977522026542617,0.00010768100442603324,2835.826006077202,804.1531126845091,0.0008217669864004696,18982.51046845843,122.1467602316362,1416.7490199652373,1655.3809946913636,46728.0578782955
t3,12559.831729652502,6659.124454418157,1143.519282980113,0.0007204044193277892,0.0017801870230789718,459.13399579520836,0.0006962546607071537,0.00010763967856349203,2835.8260044221392,804.1531124444913,0.0008210120620389455,18747.88546219689,122.14675723285647,1416.7490196878286,1655.3809942064634,46403.75493853449
t4,12559.831729622085,6659.124454418049,1143.5192830703554,0.0007213261475699328,0.0017785320258376703,464.0601411134413,0.0006956640753295,0.00010762145328887341,2835.826003665756,804.1531178076713,0.0008206502824281996,18693.75878425929,122.14675806725928,1416.7490196477181,1655.380994136229,46354.55440960184
t5,12559.831729630427,6659.124454423727,1143.5194306915596,0.0007305938557561826,0.0017803543937245775,672.5045812110714,0.000695281206574356,0.00010762218887517641,2835.826133298512,804.153352459003,0.000826345889201966,20395.982463201137,122.14679022594746,1416.749019656929,1655.380994138579,48265.223089134415
t6,12559.831729692598,6659.124454443902,1157.8332439865057,0.0007499872032002562,0.0017986660745766727,672.5047292139071,0.0006951681184222331,0.00010763050387024785,2835.826211076826,804.153428616777,0.0008276091927245817,24834.750382357845,122.1468019234298,1416.7490197249926,1655.380994201201,52718.30517429908
t7,12559.831729980437,6659.12445508193,1157.833581669019,0.0007984444953690094,0.001925340977579632,672.5048006350372,0.0006966570766510824,0.00010766506809384177,3138.6550505993087,804.1534823723349,0.0008802456637584936,29790.148472571793,122.14690152020331,1416.7490201801452,1655.3809945710623,57976.53289753455
t8,12559.831742950484,6979.204073954376,1157.8335810142669,0.000789526895969226,0.001982739141665318,672.5048000465299,0.0007151849493451713,0.00010771510538721654,3152.0300576854765,804.1534815054356,0.0008800768265344685,30236.507327182968,122.146900712792,1416.7490282173296,1655.381013045092,58756.34648155767
t9,12559.831729967294,6659.124454473526,1143.5191980160846,0.0006773751837357613,0.0017986353603353866,642.1027536865545,0.0006545229054046086,0.00010778778295025216,2281.507329206757,804.152810836784,0.0008278411082278264,21356.814470786547,122.1467983192605,1416.7490195233654,1655.3809654261102,48641.33359640463
