Zone,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
t1,-5.943229845487151e-5,-8.167608694316788e-5,-0.00014675607335397085,-0.00024040946479319319,-0.00013537483592652392,-0.0006708732439261215,-0.00012200266953837249,-0.0007033451577211895,-0.0002686905223891187,-0.00032785138020820497,-0.00020683481373922122,-3.511554844796814e-5,-0.0001709852917833253,-0.0001030107701543876,-6.747090123413652e-5
t2,-6.051098803751245e-5,-8.368161347952147e-5,-0.000150411847598877,-0.0002410099206395629,-0.00014005624955299952,-0.0006789628887881445,-0.00012392509340548882,-0.0007202142080210395,-0.000273197031995617,-0.0003380162864680745,-0.00021403734074013593,-3.5588893788405137e-5,-0.00017453826257129513,-0.00010533680220994815,-6.848878924036904e-5
t3,-6.0595133063017065e-5,-8.439681129307533e-5,-0.00015372854698263868,-0.00023412473601115003,-0.00014219100174926087,-0.0006890022120643304,-0.00012339399035804515,-0.0007311251897665378,-0.0002743613837269154,-0.00034281650682690463,-0.00021588275834791122,-3.5700638635682444e-5,-0.00017350842940837516,-0.00010599715098058957,-6.848540644818623e-5
t4,-6.0360294311668865e-5,-8.436532444071066e-5,-0.00014647064018434767,-0.00022355796120811006,-0.00014327535568659354,-0.0006817030394503047,-0.00012093416123582469,-0.0007171564062613218,-0.00026869105996186126,-0.0003397151668180523,-0.0002147855029400302,-3.526680629635472e-5,-0.00017137590627129483,-0.00010444284828026038,-6.741465053455461e-5
t5,-5.87574478042037e-5,-8.211831982400833e-5,-0.0001351043653189511,-0.00020162556665611876,-0.00014201187555462502,-0.0006578106466497532,-0.00011454477493774096,-0.0006732113435543844,-0.0002493651334410242,-0.0003298513820325749,-0.0002040265967172399,-3.4472895580386975e-5,-0.00016507997641210435,-0.00010072664960083132,-6.539259027678977e-5
t6,-5.5661199253576096e-5,-7.67105649825078e-5,-0.00012415574845569863,-0.0001899573781025611,-0.00013686794475652626,-0.0006089055004730982,-0.00010347195018287814,-0.0005913202899628373,-0.00021762057809511748,-0.0003020665241684831,-0.00018519495002877826,-3.2697955227100044e-5,-0.00015113514510652637,-9.587404059296669e-5,-6.235378114319656e-5
t7,-5.098051986539464e-5,-6.890886622481209e-5,-0.0001164609678719772,-0.0001858588350386427,-0.00012521314506532856,-0.0005349165985294883,-9.271615964947151e-5,-0.0005330169353042197,-0.00019939496244072394,-0.00026448502853315263,-0.00016558231263276037,-2.923959207492176e-5,-0.00013235521680111066,-8.99477954474961e-5,-5.894453696297645e-5
t8,-4.7887655434547935e-5,-6.427354139855458e-5,-0.00011477158865945665,-0.00018642221955487788,-0.0001119604932445885,-0.0005263746629362873,-9.032729149403479e-5,-0.0005499341161958974,-0.0002010250742526786,-0.0002524365190988961,-0.00015911506053336913,-2.7880143960120203e-5,-0.00012729876583020958,-8.585110739425091e-5,-5.6274338317409966e-5
t9,-4.6891919867233005e-5,-6.249082960663538e-5,-0.00011930572375424913,-0.00019111149970045196,-0.00010621289816873656,-0.0005430844362758409,-9.306072604413204e-5,-0.0006304944991670465,-0.00021492286498020865,-0.0002492260803978723,-0.00016602977736529338,-2.7877476441501324e-5,-0.0001257019330088143,-8.473314718777551e-5,-5.722101326064012e-5
