Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
conventional_hydroelectric,1,208.8,0.0,0.0,208.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,1,12097.2,-3.6722765587474234e-6,0.0,12097.200003672277,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,1,1729.6,1309.5848365556985,0.0,420.0151634443014,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,3296.81,3296.809917328303,0.0,8.26716968731489e-5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,92.0,91.99996165990692,0.0,3.834009308434361e-5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
onshore_wind_turbine,1,800.9,-3.4707793698203386e-6,0.0,800.9000034707793,0,0.0,0.0,0.0,0,0.0,0.0,0.0
solar_photovoltaic,1,201.6,-3.676858487391348e-6,0.0,201.60000367685848,0,0.0,0.0,0.0,0,0.0,0.0,0.0
biomass,2,81.7,0.0,0.0,81.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,2,5244.03,-3.7013259514194976e-6,0.0,5244.030003701326,0,0.0,0.0,0.0,0,0.0,0.0,0.0
hydroelectric_pumped_storage,2,1999.02,-1.6716149562613506e-7,0.0,1999.0200001671615,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,5462.19,-3.693460157140888e-6,0.0,5462.190003693459,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,506.31,-3.6737141332172783e-6,0.0,506.31000367371416,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,2934.93,2934.9297098687002,0.0,0.0002901312996073102,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,345.36,345.3598394838297,0.0,0.00016051617029688714,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,1310.4,1310.3986990314072,0.0,0.00130096859288642,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,27.3,27.29998149460739,0.0,1.8505392610279614e-5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
nuclear,2,1161.0,-3.705423467528581e-6,0.0,1161.0000037054235,0,0.0,0.0,0.0,0,0.0,0.0,0.0
onshore_wind_turbine,2,2194.3,-3.6407091624657315e-6,0.0,2194.3000036407093,0,0.0,0.0,0.0,0,0.0,0.0,0.0
solar_photovoltaic,2,132.0,-3.6734535220604733e-6,0.0,132.00000367345353,0,0.0,0.0,0.0,0,0.0,0.0,0.0
