Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
CO2_Price,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,-3.6874449918548548e-6,0
Sum,1.1032184e8,6.2125584e7,1.3999497e7,2836.3574,1.1808154e6,6.338146e6,192602.2,2.4341984,2.6560952e7,9.848737e6,568809.06,2.1543467e8,1.0547867e7,1.5749443e7,1.6622164e7,4.8949398e8
t1,12622.506039569978,6915.27471937346,1143.520007963708,0.13652422251228044,0.0020869820404886786,689.858370938682,0.0008875214101016377,0.0001393394705536387,3071.58123170257,968.0100119849285,0.001197697298598732,22582.062502516277,267.4688463059057,1456.005496727717,1671.7814350567317,51388.209497902695
t2,12622.50603845826,6673.205872184355,1143.5200066525217,0.13651839875053015,0.0020416669618441327,689.8583672454525,0.0008652650295994371,0.00013919864817551352,3071.58121295301,968.0100092509756,0.0011895094315532123,19798.568980979257,267.46883228717667,1456.0054936154258,1671.7814161220142,48362.646983787265
t3,12622.506038230256,6673.2058721812045,1143.5200066085408,0.13651753056324853,0.0020326252678325753,689.8583641989494,0.0008615319788896083,0.00013906534693305865,3071.581210066472,968.0100078099827,0.0011879864582372579,19480.933409588804,267.4688284287099,1456.0054931421344,1671.7814153388026,48045.01138433347
t4,12622.506038185158,6673.205872180969,1143.5200066334821,0.13651772993047845,0.0020300120878539553,689.8583630562946,0.0008603548108416519,0.0001389519382422406,3071.581207790496,968.0100066448665,0.001187019878972956,19348.34294550198,267.46882645687987,1456.0054930694732,1671.7814152113115,47912.42090879957
t5,12622.506038187552,6673.205872185175,1143.5200091680101,0.136519764478343,0.0020313638213640857,689.858367449798,0.0008596979245447224,0.0001388570012089159,3071.581206995381,968.0100067981272,0.0011864665160419654,21178.867469536257,267.4688262444949,1456.0054930716278,1671.78141520984,49742.945440996
t6,12622.506038239575,6673.205872205115,1157.8337436874497,0.13654614310307556,0.0020499757589592304,689.858563269535,0.0008594603343228722,0.00013877111598988056,3071.5813098110634,968.0101076765997,0.0011892448992008716,25295.29406740596,267.46883498658815,1456.0054931452207,1671.78141549085,53873.686229513165
t7,12622.50603848465,6673.205949105747,1157.8342397490553,0.13662156406817602,0.002180011841562664,689.8586579644682,0.0008611456377751862,0.00013869602961992034,3480.1727353564784,968.010179741635,0.0012570464677184004,30165.893536048578,267.4689514439486,1456.0054936278311,1671.7814157946805,59152.87825578111
t8,12622.506055109649,7058.032023453852,1157.834132461647,0.13660383083363992,0.0022418664688566127,689.8586570486673,0.0008822683492205301,0.00013862061745471455,3477.5321949066524,968.0101785182678,0.0012565422169842546,30568.455106610283,267.4689504294013,1456.0055030487085,1671.781439535318,59937.625364250925
t9,12622.50603847312,6673.205872238315,1143.519699494697,0.13646074721649654,0.0020560261777441855,656.5609606393092,0.0008156504455214959,0.00013854481474935332,2391.792587685598,968.0092832993955,0.0011875431641945498,21328.46233237532,267.4688321191329,1456.0054929039677,1671.7813796818152,49179.45313742249
t10,12622.50603822559,6673.205872174904,1143.5195711624785,0.13636480480049845,0.0020276280350178255,581.7785013052654,0.0008091726211076696,0.0001384837610862016,1538.7018310349417,968.0092810389168,0.0011761226581713472,15517.251700914167,267.46882565127294,1456.0054832071883,1671.781377851059,42440.36899877767
t11,12622.50603816636,6673.205872163177,1143.5195591701759,0.1363485172466709,0.0020227412008184857,539.6642685966183,0.0008079363491426852,0.00013843487838622673,1410.3948220964628,968.0092805228509,0.001175607515196583,12493.212399798293,267.4688244693442,1456.0054804741349,1671.7813776857554,39245.90841638038
t12,12622.506038147332,6673.205872157183,1143.5195587784228,0.13634851171465429,0.0020218660533779225,407.8313373418019,0.000803242001277823,0.00013840066141122012,1350.0626300716003,968.0092801423697,0.0011756481712378477,11256.983702416226,267.46882437106035,1456.0054802423986,1671.781377655723,37817.51458899272
t13,12622.506038134923,6673.205872146942,1143.519558743473,0.13634850188667527,0.0020220509632842168,375.8057703848345,0.0008031489735550928,0.00013837576298637708,1428.269696743714,968.0092804768547,0.0011759162980924814,10085.24060685059,267.46882475294984,1456.0054802238835,1671.781377640265,36691.95299409231
t14,12622.506038140875,6673.205872146264,1143.5195588888196,0.1363487474469385,0.0020227051223483234,423.06351656874926,0.0008037404595617904,0.00013835864252572747,1546.0829391442487,968.0092810353063,0.0011764047447372402,9175.520243995441,267.46882555820383,1456.0054803288115,1671.7813776609983,35947.30362342413
t15,12622.506038180294,6673.205872151431,1143.5195599830695,0.13635229947248612,0.0020243586050652028,420.0973706142988,0.0008052037206832293,0.0001383517305938382,1750.1111532244915,968.0092820163362,0.0011773683368882253,9283.122552923542,267.4688269074837,1456.005481064549,1671.7813778264447,36255.9680124738
t16,12622.50603834746,6673.205872162937,1143.519629456782,0.13642870225265974,0.0020299249760278213,528.2848480276572,0.0008120963757216482,0.0001383553342070185,2246.878807906158,968.0092836565925,0.001187847223228917,12415.662595770922,267.4688297089159,1456.0054924356625,1671.781378975244,39993.46337337449
