Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
conventional_hydroelectric,1,208.8,0.0,0.0,208.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,1,12097.2,-4.7446950257375604e-6,0.0,12097.200004744696,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,1,1729.6,1022.5848883722418,0.0,707.0151116277581,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,3296.81,3296.809913049202,0.0,8.695079804965644e-5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,92.0,91.99996024277962,0.0,3.975722037807827e-5,0,0.0,0.0,0.0,0,0.0,0.0,0.0
onshore_wind_turbine,1,800.9,-4.436169675197648e-6,0.0,800.9000044361696,0,0.0,0.0,0.0,0,0.0,0.0,0.0
solar_photovoltaic,1,201.6,-4.7488592267152444e-6,0.0,201.60000474885922,0,0.0,0.0,0.0,0,0.0,0.0,0.0
biomass,2,81.7,0.0,0.0,81.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,2,5244.03,-4.775217862778135e-6,0.0,5244.030004775218,0,0.0,0.0,0.0,0,0.0,0.0,0.0
hydroelectric_pumped_storage,2,1999.02,-3.0771986907052466e-7,0.0,1999.0200003077198,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,5462.19,-4.766839133778131e-6,0.0,5462.190004766839,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,506.31,-4.745641151195108e-6,0.0,506.31000474564115,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,2934.93,2934.92969278259,0.0,0.000307217409954319,0,0.0,0.0,0.0,0,0.0,0.0,0.0
