region,Resource,cluster,R_ID,zone,voltage_level,CapRes_1,THERM,DISP,NDISP,STOR,DR,HEAT,NACC,TRADER,HYDRO,Commit,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,capex,Inv_cost_per_MWyr,Fixed_OM_cost_per_MWyr,capex_mwh,Inv_cost_per_MWhyr,Fixed_OM_cost_per_MWhyr,Var_OM_cost_per_MWh,Var_OM_cost_per_MWh_in,Externality_cost_MWh,Start_cost_per_MW,Start_fuel_MMBTU_per_MW,Heat_rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_power,Self_disch,Eff_up,Eff_down,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_DSM_delay,Ramp_Up_percentage,Ramp_Dn_percentage,Up_time,Down_time,NACC_Eff,NACC_Peak_to_Base,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,spur_miles,spur_line_capex,interconnect_annuity,Power_uprate_cost_per_MWyr,Max_Uprate_MW,Hydro_level,Existing_Charge_Cap_MW,Existing_cap_MWh,RPS_1,RPS_2,RPS_3,RPS_4,RPS_5,RPS_6,RPS_7
MIS_East,natural_gas_fired_combined_cycle,1,11,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5462.19,9,5462.199,0,606.91,0,0,0,0,0,0,11187.164,0,0,0,3.4,0,0,87,2,7.93,0.902,0.95,west_north_central_naturalgas,0.455,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,natural_gas_fired_combined_cycle,2,12,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,506.31,7,506.303,0,72.33,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,9.57,2.197,6.397,west_north_central_naturalgas,0.41,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,natural_gas_fired_combustion_turbine,1,13,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2934.93,19,2935.006,0,154.47,0,0,0,0,0,0,7162,0,0,0,10.8,0,0,113,3.5,10.79,1.167,1.772,west_north_central_naturalgas,0.539,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,natural_gas_fired_combustion_turbine,2,14,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345.36,12,345.3,0,28.78,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,12.85,4.665,3.062,west_north_central_naturalgas,0.484,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,natural_gas_fired_combustion_turbine,3,15,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1310.4,26,1310.504,0,50.4,0,0,0,0,0,0,8832,0,0,0,10.8,0,0,113,3.5,13.69,2.094,1.358,west_north_central_naturalgas,0.291,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,natural_gas_fired_combustion_turbine,4,16,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.3,1,27.3,0,27.3,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,27.9,0,0,west_north_central_naturalgas,0.637,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS_East,nuclear,1,17,2,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1161,1,1161,0,1161,0,0,0,0,0,0,100888,0,0,0,2.3,0,0,235,0,10.46,0,0,west_north_central_uranium,0.5,0,1,1,1,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIS_East,onshore_wind_turbine,1,18,2,trans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2194.3,31,2191.111,0,1,0,0,0,0,0,0,43205,0,0,0,0,0,0,0,0,9.13,0,0.023,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
MIS_East,solar_photovoltaic,1,19,2,trans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,9,68.4,0,1,0,0,0,0,0,0,17943,0,0,0,0,0,0,0,0,9.12,0.001,0,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
NY_East,conventional_hydroelectric,1,20,3,trans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,275.75,25,275.8,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0.018,None,0,0,1,1,1,0,0,0,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,1
NY_East,hydroelectric_pumped_storage,1,21,3,trans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1169.92,4,1169.9,0,1,0,0,0,0,0,0,38460,0,0,0,0,0,0,0,0,0,0,0,None,0.003,0,0.866,0.866,0.0063,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,1,22,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1010.79,11,1010.801,0,91.89,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,9.39,1.02,0.746,middle_atlantic_naturalgas,0.481,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,2,23,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2327.31,9,2327.301,0,258.59,0,0,0,0,0,0,11680,0,0,0,3.4,0,0,87,2,6.85,0.803,0.432,middle_atlantic_naturalgas,0.513,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,3,24,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.7,1,21.7,0,21.7,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,19.88,0,0,middle_atlantic_naturalgas,0.429,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,4,25,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,296,4,296,0,74,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,5.88,0,0,middle_atlantic_naturalgas,0.845,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,5,26,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4106.1,6,4106.1,0,684.35,0,0,0,0,0,0,9270,0,0,0,3.4,0,0,87,2,7.32,0.212,0.218,middle_atlantic_naturalgas,0.396,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combined_cycle,6,27,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,961.32,6,961.302,0,160.22,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,7.69,0.53,0.352,middle_atlantic_naturalgas,0.532,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,1,28,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1220.01,33,1219.911,0,36.97,0,0,0,0,0,0,7162,0,0,0,10.8,0,0,113,3.5,15.14,1.23,0.565,middle_atlantic_naturalgas,0.422,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,2,29,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.92,4,76.9,0,19.23,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,5.52,0.124,0.089,middle_atlantic_naturalgas,0.567,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,3,30,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,934.78,22,934.802,0,42.49,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,11.15,0.973,1.06,middle_atlantic_naturalgas,0.408,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,4,31,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1031.04,12,1031.1,0,85.92,0,0,0,0,0,0,7162,0,0,0,10.8,0,0,113,3.5,9.45,0,0.904,middle_atlantic_naturalgas,0.601,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,5,32,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200.28,6,200.298,0,33.38,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,16.68,2.282,3.184,middle_atlantic_naturalgas,0.08,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,natural_gas_fired_combustion_turbine,6,33,3,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,749.44,32,749.6,0,23.42,0,0,0,0,0,0,7162,0,0,0,10.8,0,0,113,3.5,17.27,0.364,0.185,middle_atlantic_naturalgas,0.68,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_East,small_hydroelectric,1,34,3,trans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.1,90,309.06,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
NY_East,solar_photovoltaic,1,35,3,trans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335.8,31,115.909,0,1,0,0,0,0,0,0,17943,0,0,0,0,0,0,0,0,9.13,0.001,0.037,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
NY_West,biomass,1,36,4,trans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.02,87,130.413,-1,0.46,0,0,0,0,0,0,111708,0,0,0,5.565,0,0,0,0,13.5,1.468,1.344,None,0.464,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
NY_West,conventional_hydroelectric,1,37,4,trans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3369.08,38,3369.194,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0,None,0,0,1,1,1,0,0,0,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,1
NY_West,conventional_steam_coal,1,38,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1040.67,9,1040.697,0,115.63,0,0,0,0,0,0,63542.52,0,0,0,1.8,0,0,117,13.7,10.21,1.672,1.378,middle_atlantic_coal,0.264,0,1,1,1,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,hydroelectric_pumped_storage,1,39,4,trans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,12,240,0,1,0,0,0,0,0,0,38460,0,0,0,0,0,0,0,0,0,0,0,None,0.05,0,0.866,0.866,0.0063,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,natural_gas_fired_combined_cycle,1,40,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1482.3,15,1482.3,0,98.82,0,0,0,0,0,0,15620,0,0,0,4.3,0,0,87,2,9.35,0.801,0.554,middle_atlantic_naturalgas,0.541,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,natural_gas_fired_combined_cycle,2,41,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1248.3,6,1248.3,0,208.05,0,0,0,0,0,0,11795.205,0,0,0,3.426,0,0,87,2,7.23,1.991,1.383,middle_atlantic_naturalgas,0.374,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,natural_gas_fired_combustion_turbine,1,42,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1,7.2,0,7.2,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,15.23,0,0,middle_atlantic_naturalgas,0.736,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,natural_gas_fired_combustion_turbine,2,43,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94,2,94,0,47,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,9.89,0.317,0.449,middle_atlantic_naturalgas,0.543,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,natural_gas_fired_combustion_turbine,3,44,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,4,0,0,0,0,0,0,11182,0,0,0,10.8,0,0,113,3.5,5.12,0,0,middle_atlantic_naturalgas,0.125,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_West,nuclear,1,45,4,trans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3365.52,4,3365.5,-1,841.38,0,0,0,0,0,0,100888,0,0,0,2.3,0,0,235,0,10.46,0,0,middle_atlantic_uranium,0.5,0,1,1,1,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NY_West,onshore_wind_turbine,1,46,4,trans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2151.7,34,1914.71,0,1,0,0,0,0,0,0,43205,0,0,0,0,0,0,0,0,9.12,0,0.036,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
NY_West,small_hydroelectric,1,47,4,trans,0,0,0,1,0,0,0,0,0,0,0,0,0,0,333.96,253,595.309,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
NY_West,solar_photovoltaic,1,48,4,trans,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218.8,39,108.381,0,1,0,0,0,0,0,0,17943,0,0,0,0,0,0,0,0,9.17,0.092,0.043,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
PJM_COMD,conventional_steam_coal,1,49,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,2646,4,2646,0,661.5,0,0,0,0,0,0,55325.571,0,0,0,1.8,0,0,117,13.7,11.39,0.779,0.613,east_north_central_coal,0.412,0,1,1,1,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_COMD,conventional_steam_coal,2,50,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,42.4,1,42.4,0,42.4,0,0,0,0,0,0,68494,0,0,0,1.8,0,0,117,13.7,32.53,0,0,east_north_central_coal,0.236,0,1,1,1,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_COMD,conventional_steam_coal,3,51,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,689,2,689,0,344.5,0,0,0,0,0,0,62197.93,0,0,0,1.8,0,0,117,13.7,10.88,0.126,0.179,east_north_central_coal,0.377,0,1,1,1,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_COMD,natural_gas_fired_combined_cycle,1,52,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,3788.4,11,3788.4,0,344.4,0,0,0,0,0,0,11115.391,0,0,0,3.447,0,0,87,2,7.37,0.686,7.1,east_north_central_naturalgas,0.47,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_COMD,natural_gas_fired_combustion_turbine,1,53,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,7897.5,81,7897.824,0,97.5,0,0,0,0,0,0,7228.632,0,0,0,10.8,0,0,113,3.5,11.42,1.27,1.627,east_north_central_naturalgas,0.519,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_COMD,nuclear,1,54,5,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,10667,10,10667,0,1066.7,2.969,0,0,0,0,0,100888,0,0,0,2.3,0,0,235,0,10.46,0,0,east_north_central_uranium,0.5,0,1,1,1,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PJM_COMD,onshore_wind_turbine,1,55,5,trans,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1832.9,26,3325.504,0,1,0,0,0,0,0,0,43205,0,0,0,0,0,0,0,0,9.13,0,0.03,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
PJM_COMD,solar_photovoltaic,1,56,5,trans,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,54.1,5,33.9,0,1,0,0,0,0,0,0,17943,0,0,0,0,0,0,0,0,9.12,0,0.001,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
PJM_Delaware,biomass,1,57,6,trans,0.93,0,0,1,0,0,0,0,0,0,1,0,0,0,7.75,31,19.592,-1,0.25,0,0,0,0,0,0,111708,0,0,0,4.073,0,0,0,0,10.07,0.27,1.586,None,0.469,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
PJM_Delaware,conventional_hydroelectric,1,58,6,trans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,572,11,572,-1,1,0,0,0,0,0,0,44560,0,0,0,0,0,0,0,0,9.12,0,0,None,0,0,1,1,1,0,0,0,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1
PJM_Delaware,conventional_steam_coal,1,59,6,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,410,1,410,0,410,0,0,0,0,0,0,69880,0,0,0,1.8,0,0,117,13.7,15.92,0,0,middle_atlantic_coal,0.463,0,1,1,1,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_Delaware,natural_gas_fired_combined_cycle,1,60,6,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,2314.6,4,2314.6,0,578.65,0,0,0,0,0,0,11790.645,0,0,0,3.425,0,0,87,2,7.76,0.365,0.648,middle_atlantic_naturalgas,0.277,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_Delaware,natural_gas_fired_combustion_turbine,1,61,6,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,1372.41,13,1372.397,0,105.57,0,0,0,0,0,0,8267.089,0,0,0,10.8,0,0,113,3.5,10.34,1.114,2.603,middle_atlantic_naturalgas,0.436,0,1,1,1,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_Delaware,natural_gas_steam_turbine,1,62,6,trans,0.93,1,0,0,0,0,0,0,0,0,1,0,0,0,450,1,450,0,450,0,0,0,0,0,0,29550,0,0,0,1,0,0,83,13.7,11.62,0,0,middle_atlantic_naturalgas,0.144,0,1,1,1,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJM_Delaware,solar_photovoltaic,1,63,6,trans,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,213.9,34,244.494,0,1,0,0,0,0,0,0,17943,0,0,0,0,0,0,0,0,9.12,0,0.016,None,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
