Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
CO2_Price,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,-9.05949954156628e-6,0
Sum,9.70537e7,5.9340532e7,1.5095725e7,3232.781,2.8416255e6,689471.44,7.1797066,1.1357744,1.2585347e7,4.0202505e6,448778.12,1.06225064e8,1.0773782e7,3.653435e6,1.4808304e7,3.2753926e8
t1,12468.109853023941,6607.189059331737,1143.5200661180163,0.1364176752195351,0.0020090841855567943,0.09275825874900419,0.0007101114095683765,0.00010142844613807999,1431.856484041969,285.58253730523575,0.0007621509662379981,18675.551490617374,0.0023782172576142582,331.3998672069589,1480.4693202882643,42423.91381485973
t2,12468.10985266117,6607.189059192871,1143.5200213255234,0.13641470723961335,0.0019892380744046764,0.09276053915271122,0.0007077762966862245,0.00010146921323159755,1431.856489555884,285.5825402876434,0.0007599120076948344,17798.660657886474,0.0023804095887733144,331.3998660315638,1480.469299062425,41547.022900055126
t3,12468.1098525934,6607.189059172845,1143.5200215223997,0.13641425088226994,0.0019885451080118724,0.09276301521160858,0.0007087445270770555,0.00010135566612587365,1431.856495063106,285.58254378225104,0.0007626679129307056,16982.416168280775,0.002386656248816622,331.39986583799123,1480.4692971374343,40730.77842862575
t4,12468.109852576394,6607.189059166294,1143.5200218377934,0.13641430609312186,0.001990764797974272,0.09276535412332773,0.0007099833998246534,0.00010135573355638162,1431.8565001723075,285.58254712459353,0.0007656467705799099,16666.573041959928,0.002392981518923743,331.39986580287183,1480.4692969307996,40414.93532596343
t5,12468.109852572434,6607.189059175478,1157.8335610717043,0.13641567691354245,0.0019930107038473787,0.09276757090999947,0.0007111132937336806,0.0001013807827051618,1431.8565050269601,285.5825504183373,0.000768735389260382,17377.90440129662,0.0023989888124581384,331.39986579255174,1480.4692969377716,41140.58024876867
t6,12468.109852559593,6607.189059216301,1157.8335626255475,0.13641684289129488,0.0019930899190970575,0.09276948770290969,0.0007124443874949001,0.0001014388078168928,1431.8565097727949,285.58255372047614,0.0007766742900109107,18374.39226696288,0.002404391418007081,331.39986576347826,1480.4692972144478,42137.06814220493
t7,12468.109852483103,6607.189063166545,1157.8337830624887,0.13643160111617345,0.001980201171209698,0.09277123777251794,0.0007169988034198319,0.00010144105066291843,1431.8566099238187,285.5825806054847,0.000779487214208125,18717.089119612483,0.002408386361752103,331.3998656056919,1480.4693006725513,42479.76536448566
t8,12468.109863741118,6607.189505719668,1157.833782662374,0.1364249134304152,0.0018899298338353233,0.07947054205252246,0.0007132912231648171,0.00010141776315286227,1261.7912673301298,251.89355792770255,0.0007887905360377304,16691.545294701926,0.0023705508179894855,331.3998691355279,1480.46930070003,40250.45420135414
t9,5772.736612814231,6607.188426229283,1143.5195268420653,0.1363081004347472,0.001438887554182459,0.02050579475900129,0.0006243142297178954,0.00010118229917756992,581.5288187472523,117.13566878487894,0.0007123399322199272,3982.5784013228044,0.0015927386361333665,331.3998226572136,1480.4692319292994,20016.717792684874
t10,5772.735950782989,6607.1881763952815,1143.5194196248297,0.13620306128707227,0.0013839492444760657,0.019134246602967808,0.0006185333378978464,0.00010120018295382171,581.528620505968,117.135262232103,0.0007120568313993522,3982.5783685742113,0.0014791770980813153,331.39981021329,1480.4691707821028,20016.71441133536
t11,5772.7354630469445,6607.185172768347,1143.5193954018987,0.13618247315452456,0.0013593336577187962,0.01913563254388952,0.0006174118902850797,0.00010114910688545322,581.5286194860458,117.13526085836877,0.0007120088510332978,3982.5783376209647,0.001469261284590654,331.399807746028,1480.4691705812243,20016.71080478031
t12,5772.735454146424,4845.865384891368,1143.5193952780855,0.13618235531186024,0.0013599338337888884,0.019128602250301982,0.0005960852713286821,0.00010107862880592612,581.5286223951466,117.13526234180523,0.0007115972944793502,3982.5783267502798,0.0014717296282807503,331.39980704125475,1480.4691705774464,18255.39097480403
t13,5772.735337663716,3209.309196789561,1143.5193952747472,0.13618235349768731,0.0013619787806616762,0.019121594145971768,0.0005967936345815485,0.0001010331060119379,581.5286235711386,117.13526190235157,0.000712737947015417,3982.578263322803,0.001470716456922279,331.3998056857227,1480.4691705781865,16618.834601995793
t14,5772.735337573254,3209.3091955087193,1143.5193952848826,0.1361823608060333,0.0013494192421240404,0.01912431172369332,0.0005999551585046525,0.00010097444213500378,581.5286312256231,117.13526626053694,0.0007169202847714542,3982.5782684113283,0.0014802632695479938,331.39980563054365,1480.4691705832004,16618.83462468302
t15,5772.735337651528,3209.309194737666,1143.519395771289,0.13618301995260482,0.0013547837647815133,0.019127579624865578,0.000620130963257695,0.00010099143771942204,581.5286408123088,117.13527140248713,0.0007219858271757462,3982.578276023698,0.001492805072796163,331.3998057698863,1480.4691707446752,16618.83469421018
t16,5772.735338553809,3632.0868015559554,1143.5195126118394,0.13629256984040267,0.0013807229292639163,0.01913422865269499,0.0006097276965845075,0.00010107426998942244,581.5286529811364,117.13527901294867,0.0007290252829227111,3982.578292202383,0.0015180067520803302,331.39980728955805,1480.4692197367165,17041.61266929977
t17,12468.109544619285,6607.18883862197,1143.5196071283035,0.1363623722697855,0.0016782202320286712,0.07761446311261343,0.0006754053610599809,0.00010113310581039541,1232.3265188431708,251.89223158479618,0.0007783335080461439,5125.31173225988,0.0020268389195550016,331.3998337589743,1480.4692557327392,28640.436799315627
t18,12468.109904218061,7364.219120768315,1569.779940914692,0.1365415733220222,0.002331798659012859,0.0929196655111047,0.0008736352043439596,0.00010119157554945408,1898.436602233467,285.5827260332995,0.0009523472043525702,17834.278932130834,0.002734170790774609,331.3999505094754,1480.4694233670627,43232.51305455747
t19,12468.109905989371,7553.476610900237,1569.7799423703045,0.13656265846192384,0.00238557075690503,0.09293145447032049,0.0009174487842159674,0.00010121553374338164,1935.6171386781145,285.58274339251375,0.000982278571119265,19868.78745407093,0.002783248200513275,331.39995667975535,1480.4694563368878,45493.4598722929
t20,12468.109906247082,7553.476610921819,1569.779939595974,0.13656579695010612,0.0023956171884460553,0.0929368846622347,0.0009291767907731789,0.00010121223178637578,1935.6171575274795,285.5827520562694,0.0009928252359898558,19868.787466629874,0.002803893408612954,331.3999577324142,1480.4694628482878,45493.45997896567
t21,12468.109906289472,7553.476610910759,1569.7799389798358,0.13656626457812673,0.002402839372476188,0.09294124841002863,0.000933973996144769,0.00010118707249649784,1935.6171737518782,285.5827588515157,0.0009988925326592645,19868.78747569706,0.0028193995494318396,331.39995791140797,1480.4694641048052,45493.460050302245
t22,12468.109906295562,7553.476610885154,1569.7799384777657,0.13656632694846743,0.002409160405802357,0.09294508132630093,0.0009370026390777358,0.00010118372024260476,1935.6171878517464,285.58276471953013,0.0010036607113292743,19868.787483308337,0.002832433624457437,331.39995793732544,1480.4694643334788,45493.46010865828
t23,12468.10990629415,7553.476610858915,1569.779937280774,0.1365663200546443,0.002414748439350138,0.09294842804825511,0.0009393833802583119,0.0001011981259588364,1935.6172001357334,285.58276984749494,0.001007776413241275,19868.787489833067,0.0028436057891769667,331.39995793861897,1480.469464364902,45493.46015801391
