Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15
cTotal,8.720926026712823e10,5.615095634540156e9,4.703547682458654e9,7.277760481899045e9,1.700478650137867e9,3.1023858193752503e9,1.4968541871343317e9,1.1210955292437475e10,4.885838803031079e9,2.867041919892656e9,1.7126801249542704e9,8.673017414255408e8,2.9359229814175983e10,2.0360455059466505e9,3.876311555349052e9,5.653219387957254e9
cFix,6.552807417032886e10,3.7894237198857155e9,2.472222586348746e9,6.253481872130117e9,1.4373668702314463e9,2.045926516821083e9,1.4503476692215955e9,1.0912182751011156e10,4.734091241757828e9,1.4728014434812815e9,9.592259353827354e8,6.885558488592592e8,2.184252363678628e10,1.0908779686515408e9,2.908076788948352e9,3.4709693208117166e9
cVar,2.081066852600901e10,1.825671914654442e9,2.2313250961099086e9,1.0242786097689264e9,2.6311177990642035e8,1.0538888894686043e9,4.641536924331654e7,2.9877256484424245e8,1.4389195959097764e8,1.3902063839737034e9,7.515809542517374e8,1.787038600239977e8,7.515376351207067e9,9.369599594188346e8,9.682347664007001e8,2.1822500671455383e9
cNSE,1.1186877749328724e8,9.655974282017624e6,7.047158857404508e7,3.483818352425972e6,296842.5381227541,-453.5505207553668,-453.6334794476603,-453.64676328620465,-453.8117498204326,-453.6173932619005,-453.61792177918414,-453.6167035251145,-453.644137669381,-453.63945748041124,1.0226206356301077e7,1.773843016850128e7
cStart,2.6003904378000043e7,0.0,0.0,0.0,0.0,2.5704130855618385e6,91148.66941940637,-23.417921144048368,7.8556016822728105e6,4.0340924376719208e6,1.8732353197980009e6,42032.54228384012,1.3298261826374265e6,8.2075778762757825e6,0.0,0.0
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,7.326448889195373e8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
