slot,cluster
1,5
2,5
3,18
4,19
5,11
6,17
7,16
8,6
9,10
10,10
11,5
12,10
13,16
14,6
15,15
16,5
17,15
18,15
19,3
20,3
21,14
22,6
23,3
24,3
25,3
26,4
27,3
28,14
29,3
30,3
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,2
41,14
42,4
43,14
44,2
45,4
46,9
47,9
48,2
49,2
50,20
51,9
52,9
53,2
54,2
55,9
56,14
57,2
58,2
59,2
60,2
61,2
62,14
63,2
64,2
65,2
66,13
67,13
68,13
69,13
70,13
71,7
72,7
73,7
74,13
75,7
76,17
77,1
78,1
79,12
80,10
81,1
82,12
83,1
84,12
85,8
86,18
87,1
88,8
89,17
90,18
91,18
