Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Sum,1.2439335e6,-9.025807e6,-2.95536e7,11827.98,-7.654566e7,-2.6352142e7,4.800439e6,8.1826565e6,-5.2257715e6,855493.5,-1.0676022e6,2.2768458e7,4.023258e7,1.3451621e7,9.895134e6,7.0719425e6,-1.551419e7,-838584.44,-2.051355e6,-8.1862385e6,1.3994963e7,-91564.83,-550514.56,-5.249399e7
t1,199.99974224941923,-0.0049999205446945435,-21233.99876026709,-0.002973088670299146,-9671.999820516026,-742.4119724253891,-4469.998959739351,-4999.998972646382,-3999.990444655643,508.3585754970364,-0.6401911428293297,3569.6226705784698,-0.0036841122371353463,5195.997621480595,1359.9999887737652,2999.9982199073893,-3750.6483547570288,-2199.9985859703734,-0.28599423877835967,2935.347481193248,1745.8219981359784,4415.998884513869,0.0005295842227012433,-28138.838001566364
t2,199.9997423505596,-0.00495826139318364,-21233.9987594651,-0.002969233800016252,-9671.999820573134,-1105.9695417748978,-4469.998462197083,-4999.998487387138,-3999.9904275683098,29.803500651664777,-0.6385268746920787,3569.6226697997167,-0.003683331611637453,5195.9976218482125,1359.9999887733204,2999.998193404965,-3529.9164545836807,-2199.9985851251085,-0.28528668882034447,2068.5512766670718,1158.2668085546234,4415.998884443175,0.0005297490194059768,-30214.56674682243
t3,199.99974230730837,-0.004952394238976236,-21233.998759145725,-0.002967581115719616,-9671.999820446317,-1054.108992288151,-4469.998454123773,-4999.998479198802,-3999.990406736016,5.3919382653793996e-5,-0.6386240853644459,3569.6226695650967,-0.003682150463609775,5195.9976227228335,1359.9999887732006,2938.5410181342486,-3417.897774368831,-2199.9985845848373,-0.28491456517549224,1454.1919634849778,1456.1159380190873,4415.9988845400285,0.0005298174327368647,-30458.45800038522
t4,199.99974229376684,-0.0049827181825152726,-21233.998759233982,-0.0029677281121856694,-9671.999820384764,-1153.6995573524432,-4469.9984532500675,-4999.998477951114,-3999.9903527174074,3.349339679843211e-6,-0.638505083365629,3569.622669621816,-0.0036791514388869887,5195.997625226959,1359.9999887731444,2677.9527353057915,-3336.4377900817667,-2199.998583734369,-0.28467081202642064,594.3761506343773,6872.826014388651,4415.998884972407,0.0005298939109113529,-26180.282255738864
t5,199.9997422986792,-1.007023832944335,-21233.998806946205,-0.0029673083838136637,-9671.999821798168,-1023.3996386679769,-4469.998587666428,-4999.998609838734,-3999.958319909371,-1.4730594391183533e-5,-2.8553024699273353,3569.6226856685366,-0.002675581394266677,5195.99815204951,1359.9999887607971,2818.062503353245,-3999.6258418662446,-2199.998410402476,-1.2422631801811976,0.01319989853419885,9007.987016222449,4415.998950692953,0.0005298481643145896,-25036.40551540616
t6,199.99974236186875,-1728.6462635035173,-21233.998812640544,-0.0029660023346167854,-9671.999822062879,-1019.9486709312616,-4469.998601470535,-4999.99862340819,-3999.946812792828,-1.7275376986105283e-5,-3.2937506956692406,3569.6226876861497,-0.0025904942336559753,5195.998199508522,1359.9999887594406,2694.061962542102,-3999.6639950511685,-2199.998387587215,-1.4666363573566727,0.011116661211022562,9007.989029698281,4415.998958557402,0.0005297301387137163,-26885.28373476798
t7,199.99974255816286,-6709.993326222966,-21233.998856049475,-0.0029646873390357623,-9671.999823692531,-1388.2221352302804,-4469.998670100806,-4999.998688418322,-0.017503465219722143,0.00035037480701883466,-597.7115330528069,3569.620566732567,-0.0035580639252869055,5195.998199857909,1359.9999887559163,2591.527856563297,-1658.4653068717403,-2199.9981642515686,-0.01630346055438794,0.009125026435178827,9007.994038120232,4415.99901501211,0.0005296355601941475,-26589.277420930543
t8,199.9998147294643,-6709.998631663814,-21233.999141667697,-0.0029652783978362557,-9671.999868362802,-1671.2633276211325,-4469.994357668104,-4999.994690547723,-0.015700646221637905,-0.002893755269122861,-182.32395449052547,-2141.291149970334,-11799.99697979089,5195.998461107949,1359.9999889484866,2479.636993126565,-3591.4850736626563,-0.0023968909950423545,-2499.996376924344,5.640436845715359e-5,9007.998727861337,4415.999333631756,0.0005296520200868461,-46312.73360347897
t9,199.9998863326183,5355.490095816853,-21233.986006833708,0.0006006509328239292,-9671.999894781824,1860.1987946775346,0.03677333943020243,2925.933141710428,-3999.9970895737506,724.9731723134831,599.9978288656085,3569.6252721061132,0.0008238365250245134,-0.0039314681426189,1359.999988417568,504.2791635208901,2018.174199764177,-2199.9997876010952,-0.010061189771690042,7177.78371811934,2009.7131742406925,-0.004644787350565933,-551.9990394488136,-9351.793821972262
t10,199.9997401844102,6709.999284375751,12941.01261607776,-0.003494478266582968,-9671.999686558995,2444.1266712423603,0.04016032160454441,4533.3556146194105,-543.5612575276099,210.35763629620976,599.9983012996339,3569.625273837725,0.0010131806209652927,-4933.687826038118,1359.9999875492297,136.50295378207866,377.67641655375775,-2199.9997867906204,-2499.998381117622,7177.783665710159,-9007.997330477157,-4415.990194030694,0.0003292154794326266,6987.2417072271055
t11,199.99981877691707,6709.999721244971,21233.999389681117,-999.9999698171902,-9671.999616591735,-1759.989880138878,3021.455504719004,3635.6722523975845,-509.1857699662303,-724.9997080985263,-599.9986838659116,1639.4231995307368,0.0010127619847218187,-5195.999986769554,1359.999986709138,62.26618952259776,-0.0038705849954030055,2.9624204788822415e-5,-2499.9937408460264,-0.0038962708191768044,-9007.99998682473,-4415.999986942476,-1.638285311855725e-6,2476.642006612902
t12,199.99970044602597,6709.999720633781,21233.999390562753,-999.9999622968983,-9485.506546475044,-4620.473249755545,2922.8288550370667,0.004163628533548604,-446.47075009187927,-724.9997138793477,-599.9986856777853,395.93168289256806,0.0010104284770979903,-5195.999982008603,1359.9999866992882,183.57640219915953,-781.9090851992271,3.720367916254768e-5,-2499.998257481858,-279.46828445342885,-9007.999982107971,-4415.999982259774,2.2546303171111504e-6,-6052.483529701401
t13,199.99998732959656,6709.999987106035,21233.9999770608,-1.3614078397949925e-7,-9452.681293781523,-4640.421030465561,1244.2656402821451,0.004039710658897932,-367.50114450546954,-724.999706227945,-599.9987647015838,6.74045775946059e-5,0.0010047201312693367,-5195.999986728198,1359.9999868458497,198.76226416799284,-3139.000237026031,0.0008477714815620769,-1042.9879271394534,-2486.5015724967216,-9007.999986778543,-4415.999986887649,-3.27989482684643e-7,-10127.05783480354
t14,199.9999873300198,6709.999987094438,21233.99997703083,6.939319519005949e-8,-9461.727076609139,-4461.686443090694,969.5715902478527,0.003988034870592215,-336.7635137280918,-724.9997127391758,-599.9987697166955,6.730377331943876e-5,0.0010032811784854397,-5195.999986716781,1359.999986840235,191.00817232524642,-3370.6925376209824,0.0008471113398029784,-857.5687095519683,-4273.493823793015,-9007.999986762241,-4415.999986883988,-4.316794957048842e-7,-12042.344940975267
