Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
conventional_hydroelectric,1,208.0,0.0,0.0,208.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,1,12097.0,2599.2925087779554,0.0,9497.707491222045,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
onshore_wind_turbine,1,800.0,-3.184722843844204e-6,0.0,800.0000031847228,0,0.0,0.0,0.0,0,0.0,0.0,0.0
solar_photovoltaic,1,201.0,-3.1645483678949265e-6,0.0,201.00000316454836,0,0.0,0.0,0.0,0,0.0,0.0,0.0
biomass,2,81.0,0.0,0.0,81.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
conventional_steam_coal,2,5244.0,-3.1921586358540736e-6,0.0,5244.000003192159,0,0.0,0.0,0.0,0,0.0,0.0,0.0
hydroelectric_pumped_storage,2,1999.0,1.071712970159142e-8,0.0,1998.999999989283,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,5462.0,-3.1643165654489243e-6,0.0,5462.000003164317,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combined_cycle,2,506.0,-3.0072209197560328e-6,0.0,506.0000030072209,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
natural_gas_fired_combustion_turbine,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
nuclear,2,1161.0,-3.205912884007508e-6,0.0,1161.000003205913,0,0.0,0.0,0.0,0,0.0,0.0,0.0
