slot,cluster
1,3
2,3
3,14
4,8
5,3
6,4
7,8
8,4
9,7
10,7
11,3
12,7
13,8
14,4
15,13
16,3
17,13
18,13
19,1
20,1
21,1
22,4
23,19
24,19
25,15
26,19
27,15
28,1
29,15
30,2
31,2
32,19
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,5
41,5
42,2
43,5
44,11
45,2
46,11
47,11
48,11
49,5
50,20
51,11
52,5
53,11
54,5
55,11
56,5
57,11
58,5
59,5
60,5
61,5
62,5
63,5
64,2
65,5
66,2
67,2
68,5
69,5
70,5
71,9
72,16
73,16
74,9
75,16
76,18
77,9
78,17
79,10
80,17
81,17
82,10
83,7
84,10
85,14
86,12
87,17
88,14
89,16
90,12
91,7
